Pavarde            Vardas       Galutinis
Vasiliauskas       242Vardenis 4.36
Jankauskas         243Vardenis 3.80
Ramanauskas        245Vardenis 2.44
Pranevicius        247Vardenis 4.56
Vasiliauskas       248Vardenis 3.88
Jankauskas         251Vardenis 4.80
Ramanauskas        253Vardenis 3.32
Kavaliauskas       254Vardenis 4.56
Navickas           256Vardenis 4.12
Urbonas            257Vardenis 4.04
Jankauskas         260Vardenis 4.92
Vasiliauskas       261Vardenis 2.68
Pranevicius        264Vardenis 2.36
Navickas           266Vardenis 3.36
Kavaliauskas       267Vardenis 3.24
Vasiliauskas       272Vardenis 4.56
Urbonas            275Vardenis 2.52
Urbonas            276Vardenis 4.20
Vasiliauskas       279Vardenis 3.96
Kazlauskas         280Vardenis 4.60
Kazlauskas         284Vardenis 4.24
Butkus             286Vardenis 1.88
Kavaliauskas       287Vardenis 4.68
Navickas           289Vardenis 4.24
Kavaliauskas       291Vardenis 1.88
Urbonas            293Vardenis 3.88
Pranevicius        296Vardenis 3.08
Navickas           298Vardenis 4.20
Navickas           300Vardenis 3.12
Jankauskas         303Vardenis 4.36
Jankauskas         304Vardenis 4.12
Petrauskas         307Vardenis 1.88
Kazlauskas         309Vardenis 3.88
Butkus             313Vardenis 3.56
Vasiliauskas       315Vardenis 3.96
Navickas           324Vardenis 4.60
Butkus             326Vardenis 4.96
Jankauskas         327Vardenis 2.52
Butkus             329Vardenis 3.28
Petrauskas         336Vardenis 4.96
Ramanauskas        337Vardenis 4.60
Pranevicius        338Vardenis 4.36
Kazlauskas         339Vardenis 3.92
Petrauskas         342Vardenis 2.68
Urbonas            343Vardenis 4.24
Vasiliauskas       346Vardenis 3.08
Petrauskas         347Vardenis 2.76
Jankauskas         353Vardenis 3.24
Kavaliauskas       358Vardenis 4.16
Kazlauskas         360Vardenis 2.60
Pranevicius        362Vardenis 4.52
Pranevicius        363Vardenis 4.48
Ramanauskas        364Vardenis 3.16
Ramanauskas        369Vardenis 3.80
Kavaliauskas       370Vardenis 3.52
Kavaliauskas       371Vardenis 3.48
Petrauskas         373Vardenis 3.56
Navickas           376Vardenis 4.52
Kavaliauskas       377Vardenis 2.92
Vasiliauskas       378Vardenis 4.64
Navickas           381Vardenis 4.48
Urbonas            382Vardenis 2.72
Kazlauskas         386Vardenis 4.64
Kazlauskas         389Vardenis 4.48
Urbonas            390Vardenis 1.88
Petrauskas         391Vardenis 3.96
Jankauskas         392Vardenis 4.16
Ramanauskas        394Vardenis 4.76
Kavaliauskas       395Vardenis 3.00
Kazlauskas         399Vardenis 4.20
Ramanauskas        403Vardenis 4.08
Butkus             404Vardenis 4.24
Pranevicius        405Vardenis 3.00
Navickas           410Vardenis 4.40
Butkus             411Vardenis 4.96
Kazlauskas         413Vardenis 3.12
Petrauskas         416Vardenis 4.12
Kazlauskas         421Vardenis 2.44
Jankauskas         422Vardenis 2.28
Kazlauskas         425Vardenis 4.04
Butkus             428Vardenis 4.80
Butkus             430Vardenis 3.64
Petrauskas         432Vardenis 3.84
Kazlauskas         436Vardenis 4.48
Urbonas            439Vardenis 3.28
Jankauskas         441Vardenis 4.52
Urbonas            443Vardenis 3.16
Pranevicius        445Vardenis 3.56
Kavaliauskas       446Vardenis 4.48
Vasiliauskas       448Vardenis 3.16
Pranevicius        449Vardenis 2.44
Vasiliauskas       452Vardenis 2.28
Urbonas            453Vardenis 3.56
Butkus             454Vardenis 3.56
Butkus             455Vardenis 4.80
Butkus             457Vardenis 3.60
Pranevicius        458Vardenis 3.96
Pranevicius        459Vardenis 4.00
Vasiliauskas       460Vardenis 2.44
Ramanauskas        462Vardenis 2.80
Petrauskas         465Vardenis 3.84
Petrauskas         466Vardenis 2.96
Urbonas            468Vardenis 4.76
Petrauskas         470Vardenis 4.68
Vasiliauskas       471Vardenis 3.44
Ramanauskas        472Vardenis 3.92
Jankauskas         473Vardenis 4.80
Butkus             474Vardenis 3.24
Vasiliauskas       475Vardenis 2.32
Vasiliauskas       476Vardenis 4.72
Pranevicius        477Vardenis 2.28
Kavaliauskas       479Vardenis 4.24
Petrauskas         489Vardenis 4.48
Navickas           496Vardenis 4.48
Petrauskas         498Vardenis 4.00
Pranevicius        499Vardenis 4.60
Urbonas            501Vardenis 4.44
Kazlauskas         502Vardenis 3.88
Pranevicius        504Vardenis 3.92
Butkus             509Vardenis 2.68
Jankauskas         510Vardenis 3.72
Pranevicius        512Vardenis 3.40
Navickas           513Vardenis 4.68
Butkus             515Vardenis 4.72
Jankauskas         516Vardenis 4.52
Urbonas            517Vardenis 3.16
Kazlauskas         518Vardenis 3.80
Urbonas            520Vardenis 3.28
Jankauskas         524Vardenis 3.36
Ramanauskas        528Vardenis 3.32
Ramanauskas        529Vardenis 4.52
Vasiliauskas       530Vardenis 4.12
Vasiliauskas       532Vardenis 3.60
Butkus             533Vardenis 4.08
Navickas           536Vardenis 3.40
Butkus             538Vardenis 4.12
Vasiliauskas       548Vardenis 3.00
Vasiliauskas       550Vardenis 3.68
Butkus             552Vardenis 3.16
Urbonas            556Vardenis 3.60
Petrauskas         561Vardenis 3.32
Vasiliauskas       562Vardenis 3.88
Pranevicius        565Vardenis 4.48
Jankauskas         568Vardenis 3.20
Navickas           570Vardenis 3.64
Kazlauskas         572Vardenis 3.16
Petrauskas         575Vardenis 4.48
Jankauskas         576Vardenis 3.08
Butkus             580Vardenis 3.68
Pranevicius        584Vardenis 4.20
Ramanauskas        585Vardenis 2.28
Ramanauskas        588Vardenis 2.96
Navickas           589Vardenis 2.84
Ramanauskas        590Vardenis 3.72
Urbonas            591Vardenis 3.00
Jankauskas         592Vardenis 3.52
Kavaliauskas       594Vardenis 1.96
Jankauskas         595Vardenis 4.44
Kavaliauskas       597Vardenis 4.96
Jankauskas         604Vardenis 4.44
Jankauskas         612Vardenis 4.28
Jankauskas         614Vardenis 4.24
Urbonas            615Vardenis 2.96
Ramanauskas        616Vardenis 2.04
Kazlauskas         617Vardenis 2.92
Butkus             618Vardenis 4.68
Butkus             619Vardenis 3.08
Vasiliauskas       620Vardenis 3.16
Pranevicius        625Vardenis 3.76
Vasiliauskas       634Vardenis 4.12
Urbonas            635Vardenis 3.24
Urbonas            637Vardenis 3.60
Kazlauskas         639Vardenis 3.32
Petrauskas         640Vardenis 4.56
Petrauskas         642Vardenis 3.60
Kazlauskas         645Vardenis 3.72
Vasiliauskas       647Vardenis 4.32
Ramanauskas        654Vardenis 2.60
Ramanauskas        655Vardenis 4.44
Kavaliauskas       659Vardenis 2.28
Butkus             660Vardenis 3.76
Urbonas            664Vardenis 3.40
Kazlauskas         667Vardenis 1.96
Navickas           668Vardenis 4.44
Navickas           669Vardenis 2.52
Kazlauskas         670Vardenis 4.36
Kavaliauskas       671Vardenis 3.84
Vasiliauskas       672Vardenis 3.80
Kavaliauskas       675Vardenis 4.04
Vasiliauskas       678Vardenis 2.52
Kavaliauskas       681Vardenis 3.36
Kavaliauskas       683Vardenis 4.52
Kazlauskas         684Vardenis 3.56
Pranevicius        686Vardenis 1.88
Petrauskas         687Vardenis 2.20
Ramanauskas        690Vardenis 3.20
Petrauskas         693Vardenis 4.80
Vasiliauskas       695Vardenis 2.36
Butkus             696Vardenis 4.44
Navickas           697Vardenis 3.56
Jankauskas         700Vardenis 3.48
Butkus             704Vardenis 4.56
Ramanauskas        705Vardenis 3.20
Petrauskas         706Vardenis 4.68
Pranevicius        707Vardenis 2.76
Navickas           711Vardenis 2.56
Urbonas            714Vardenis 3.32
Vasiliauskas       719Vardenis 3.32
Navickas           720Vardenis 4.44
Petrauskas         724Vardenis 2.52
Vasiliauskas       725Vardenis 4.72
Navickas           726Vardenis 3.72
Urbonas            729Vardenis 2.28
Vasiliauskas       731Vardenis 4.64
Kazlauskas         740Vardenis 3.72
Jankauskas         747Vardenis 4.76
Jankauskas         748Vardenis 4.20
Ramanauskas        749Vardenis 1.96
Pranevicius        752Vardenis 3.72
Butkus             753Vardenis 3.04
Urbonas            754Vardenis 4.92
Butkus             756Vardenis 4.40
Jankauskas         758Vardenis 4.32
Navickas           759Vardenis 3.32
Petrauskas         763Vardenis 4.84
Butkus             766Vardenis 2.88
Butkus             769Vardenis 3.48
Jankauskas         772Vardenis 4.48
Ramanauskas        773Vardenis 4.48
Urbonas            776Vardenis 3.80
Petrauskas         777Vardenis 2.84
Butkus             779Vardenis 4.68
Jankauskas         780Vardenis 4.68
Pranevicius        781Vardenis 3.72
Kazlauskas         784Vardenis 3.20
Pranevicius        785Vardenis 3.68
Butkus             788Vardenis 4.72
Butkus             790Vardenis 4.16
Kavaliauskas       795Vardenis 4.20
Jankauskas         797Vardenis 3.16
Kazlauskas         799Vardenis 4.36
Ramanauskas        803Vardenis 3.56
Urbonas            804Vardenis 4.04
Navickas           805Vardenis 4.64
Kavaliauskas       806Vardenis 3.72
Ramanauskas        808Vardenis 3.28
Vasiliauskas       810Vardenis 3.68
Petrauskas         812Vardenis 3.44
Jankauskas         813Vardenis 3.84
Kazlauskas         814Vardenis 3.56
Pranevicius        816Vardenis 2.20
Urbonas            818Vardenis 4.32
Pranevicius        820Vardenis 4.20
Butkus             823Vardenis 3.08
Kazlauskas         824Vardenis 3.72
Pranevicius        825Vardenis 2.28
Kazlauskas         826Vardenis 4.48
Kazlauskas         832Vardenis 4.64
Vasiliauskas       833Vardenis 4.80
Urbonas            837Vardenis 2.84
Vasiliauskas       838Vardenis 3.32
Kavaliauskas       841Vardenis 3.72
Pranevicius        844Vardenis 3.48
Pranevicius        848Vardenis 3.24
Butkus             852Vardenis 3.52
Petrauskas         853Vardenis 3.12
Butkus             855Vardenis 3.56
Kavaliauskas       862Vardenis 4.76
Kazlauskas         868Vardenis 2.16
Navickas           869Vardenis 2.52
Pranevicius        872Vardenis 4.80
Butkus             877Vardenis 4.64
Ramanauskas        878Vardenis 3.08
Kazlauskas         879Vardenis 3.92
Pranevicius        886Vardenis 2.60
Butkus             890Vardenis 3.60
Vasiliauskas       892Vardenis 2.44
Butkus             896Vardenis 3.60
Petrauskas         897Vardenis 2.84
Pranevicius        904Vardenis 3.48
Pranevicius        906Vardenis 4.48
Kazlauskas         910Vardenis 4.16
Ramanauskas        912Vardenis 2.40
Kavaliauskas       913Vardenis 3.80
Kazlauskas         915Vardenis 4.20
Vasiliauskas       917Vardenis 3.00
Kavaliauskas       922Vardenis 3.76
Vasiliauskas       924Vardenis 2.84
Vasiliauskas       925Vardenis 4.24
Butkus             930Vardenis 2.84
Kavaliauskas       932Vardenis 2.52
Kavaliauskas       936Vardenis 3.60
Kazlauskas         939Vardenis 3.72
Butkus             940Vardenis 2.40
Vasiliauskas       941Vardenis 3.12
Vasiliauskas       943Vardenis 4.44
Pranevicius        946Vardenis 3.48
Vasiliauskas       947Vardenis 3.00
Kavaliauskas       951Vardenis 2.12
Butkus             953Vardenis 3.36
Pranevicius        958Vardenis 2.60
Petrauskas         960Vardenis 2.44
Kazlauskas         961Vardenis 3.88
Navickas           962Vardenis 4.36
Petrauskas         969Vardenis 4.72
Pranevicius        972Vardenis 3.80
Butkus             973Vardenis 2.88
Vasiliauskas       981Vardenis 2.04
Ramanauskas        986Vardenis 4.40
Urbonas            990Vardenis 4.76
Kavaliauskas       991Vardenis 4.76
Jankauskas         992Vardenis 4.12
Butkus             994Vardenis 3.08
Urbonas            997Vardenis 3.84
Pranevicius        1002Vardenis3.08
Urbonas            1003Vardenis4.56
Kavaliauskas       1004Vardenis3.76
Pranevicius        1005Vardenis4.32
Navickas           1006Vardenis4.24
Vasiliauskas       1007Vardenis4.48
Ramanauskas        1008Vardenis3.96
Kavaliauskas       1017Vardenis4.24
Jankauskas         1024Vardenis2.60
Ramanauskas        1026Vardenis3.88
Vasiliauskas       1028Vardenis4.12
Pranevicius        1030Vardenis4.72
Vasiliauskas       1032Vardenis3.88
Navickas           1034Vardenis4.64
Vasiliauskas       1036Vardenis3.72
Pranevicius        1038Vardenis3.68
Ramanauskas        1041Vardenis3.00
Jankauskas         1044Vardenis4.68
Navickas           1046Vardenis4.00
Kavaliauskas       1049Vardenis3.68
Navickas           1056Vardenis3.52
Navickas           1057Vardenis4.84
Jankauskas         1059Vardenis2.08
Butkus             1064Vardenis3.76
Kavaliauskas       1066Vardenis3.32
Kazlauskas         1067Vardenis2.52
Butkus             1070Vardenis3.92
Pranevicius        1072Vardenis4.44
Urbonas            1074Vardenis4.44
Vasiliauskas       1078Vardenis4.24
Kazlauskas         1080Vardenis3.32
Navickas           1082Vardenis3.68
Butkus             1084Vardenis3.80
Butkus             1085Vardenis3.76
Kavaliauskas       1086Vardenis3.00
Butkus             1088Vardenis3.52
Kavaliauskas       1093Vardenis4.56
Pranevicius        1094Vardenis4.76
Kazlauskas         1095Vardenis4.40
Kavaliauskas       1096Vardenis3.16
Jankauskas         1098Vardenis3.00
Navickas           1102Vardenis3.36
Ramanauskas        1103Vardenis2.56
Pranevicius        1104Vardenis3.32
Kavaliauskas       1109Vardenis3.76
Kazlauskas         1113Vardenis2.52
Kazlauskas         1116Vardenis1.96
Jankauskas         1117Vardenis3.08
Urbonas            1122Vardenis3.36
Kavaliauskas       1124Vardenis4.84
Butkus             1125Vardenis4.80
Urbonas            1126Vardenis3.96
Vasiliauskas       1131Vardenis2.24
Petrauskas         1133Vardenis2.64
Kazlauskas         1140Vardenis3.64
Kazlauskas         1142Vardenis3.04
Ramanauskas        1143Vardenis4.96
Kavaliauskas       1145Vardenis4.28
Petrauskas         1150Vardenis4.20
Petrauskas         1151Vardenis3.64
Pranevicius        1152Vardenis2.12
Vasiliauskas       1154Vardenis3.44
Jankauskas         1156Vardenis4.44
Kazlauskas         1157Vardenis4.64
Kazlauskas         1160Vardenis4.24
Petrauskas         1162Vardenis3.76
Jankauskas         1163Vardenis3.16
Butkus             1166Vardenis3.48
Kavaliauskas       1167Vardenis3.64
Navickas           1168Vardenis2.36
Jankauskas         1169Vardenis3.40
Navickas           1170Vardenis4.32
Ramanauskas        1174Vardenis4.64
Kavaliauskas       1175Vardenis4.52
Petrauskas         1176Vardenis2.52
Butkus             1177Vardenis2.76
Ramanauskas        1180Vardenis4.64
Kazlauskas         1181Vardenis2.80
Pranevicius        1182Vardenis2.20
Pranevicius        1183Vardenis3.28
Pranevicius        1185Vardenis3.52
Jankauskas         1186Vardenis4.36
Urbonas            1190Vardenis1.96
Ramanauskas        1191Vardenis3.20
Jankauskas         1193Vardenis4.00
Pranevicius        1194Vardenis2.36
Vasiliauskas       1195Vardenis4.20
Vasiliauskas       1198Vardenis2.28
Navickas           1202Vardenis2.60
Butkus             1205Vardenis4.08
Pranevicius        1206Vardenis3.92
Urbonas            1208Vardenis3.04
Jankauskas         1209Vardenis2.76
Kazlauskas         1210Vardenis4.56
Kazlauskas         1212Vardenis3.44
Urbonas            1213Vardenis4.08
Butkus             1221Vardenis4.32
Urbonas            1224Vardenis4.20
Ramanauskas        1229Vardenis4.04
Kazlauskas         1231Vardenis2.76
Pranevicius        1232Vardenis4.36
Vasiliauskas       1233Vardenis4.08
Vasiliauskas       1234Vardenis3.68
Jankauskas         1235Vardenis4.72
Navickas           1236Vardenis2.84
Ramanauskas        1237Vardenis3.72
Kavaliauskas       1241Vardenis3.00
Jankauskas         1244Vardenis2.56
Ramanauskas        1251Vardenis2.76
Vasiliauskas       1254Vardenis2.68
Urbonas            1256Vardenis3.00
Butkus             1258Vardenis3.68
Pranevicius        1260Vardenis3.64
Navickas           1261Vardenis4.28
Kavaliauskas       1262Vardenis3.32
Jankauskas         1264Vardenis4.48
Petrauskas         1266Vardenis3.48
Pranevicius        1268Vardenis4.52
Jankauskas         1270Vardenis3.68
Kavaliauskas       1276Vardenis3.00
Ramanauskas        1279Vardenis2.80
Kazlauskas         1280Vardenis3.08
Jankauskas         1283Vardenis4.84
Kavaliauskas       1286Vardenis3.96
Navickas           1287Vardenis4.44
Pranevicius        1288Vardenis4.32
Kavaliauskas       1289Vardenis4.32
Kazlauskas         1290Vardenis4.56
Petrauskas         1294Vardenis2.92
Urbonas            1296Vardenis4.92
Jankauskas         1297Vardenis2.76
Urbonas            1299Vardenis4.36
Vasiliauskas       1300Vardenis4.56
Jankauskas         1302Vardenis3.64
Kazlauskas         1310Vardenis3.56
Navickas           1312Vardenis3.00
Ramanauskas        1315Vardenis4.40
Petrauskas         1317Vardenis3.08
Urbonas            1319Vardenis3.76
Urbonas            1321Vardenis1.64
Ramanauskas        1324Vardenis4.32
Urbonas            1332Vardenis4.96
Jankauskas         1333Vardenis3.56
Pranevicius        1334Vardenis3.24
Vasiliauskas       1336Vardenis4.40
Jankauskas         1337Vardenis3.04
Pranevicius        1342Vardenis4.16
Navickas           1345Vardenis4.60
Butkus             1346Vardenis4.12
Petrauskas         1347Vardenis4.92
Kazlauskas         1348Vardenis3.00
Petrauskas         1349Vardenis3.00
Butkus             1350Vardenis3.72
Pranevicius        1351Vardenis2.68
Navickas           1358Vardenis4.76
Urbonas            1363Vardenis4.64
Kazlauskas         1367Vardenis3.40
Petrauskas         1375Vardenis4.00
Urbonas            1376Vardenis4.52
Navickas           1377Vardenis4.72
Vasiliauskas       1380Vardenis4.72
Ramanauskas        1381Vardenis2.60
Kazlauskas         1386Vardenis4.04
Ramanauskas        1389Vardenis3.00
Pranevicius        1391Vardenis4.04
Pranevicius        1393Vardenis3.88
Jankauskas         1396Vardenis2.76
Navickas           1400Vardenis3.24
Vasiliauskas       1401Vardenis2.96
Urbonas            1413Vardenis4.68
Petrauskas         1414Vardenis2.36
Urbonas            1416Vardenis3.68
Kazlauskas         1417Vardenis3.08
Kazlauskas         1418Vardenis2.76
Kavaliauskas       1419Vardenis3.84
Kazlauskas         1421Vardenis4.72
Butkus             1422Vardenis4.12
Pranevicius        1425Vardenis4.48
Ramanauskas        1426Vardenis2.72
Butkus             1427Vardenis3.84
Butkus             1434Vardenis2.92
Urbonas            1435Vardenis4.32
Navickas           1442Vardenis1.32
Navickas           1444Vardenis2.72
Pranevicius        1454Vardenis3.64
Navickas           1455Vardenis2.48
Butkus             1458Vardenis4.76
Petrauskas         1463Vardenis4.76
Navickas           1465Vardenis4.92
Urbonas            1466Vardenis3.40
Navickas           1467Vardenis3.84
Vasiliauskas       1468Vardenis3.16
Petrauskas         1470Vardenis4.32
Urbonas            1472Vardenis4.08
Butkus             1476Vardenis4.88
Vasiliauskas       1477Vardenis3.72
Kazlauskas         1480Vardenis4.92
Kavaliauskas       1481Vardenis3.72
Kazlauskas         1482Vardenis2.80
Urbonas            1484Vardenis4.08
Urbonas            1487Vardenis3.24
Petrauskas         1489Vardenis3.60
Jankauskas         1496Vardenis2.24
Kavaliauskas       1497Vardenis4.84
Navickas           1499Vardenis2.44
Vasiliauskas       1502Vardenis3.12
Urbonas            1503Vardenis4.32
Ramanauskas        1504Vardenis3.76
Ramanauskas        1510Vardenis4.60
Vasiliauskas       1513Vardenis3.80
Navickas           1517Vardenis3.32
Kavaliauskas       1523Vardenis3.60
Navickas           1524Vardenis3.40
Kazlauskas         1528Vardenis4.56
Petrauskas         1535Vardenis3.48
Urbonas            1538Vardenis3.32
Urbonas            1540Vardenis1.96
Navickas           1542Vardenis3.60
Petrauskas         1544Vardenis3.92
Jankauskas         1550Vardenis1.64
Urbonas            1553Vardenis3.72
Petrauskas         1555Vardenis2.44
Petrauskas         1556Vardenis3.88
Navickas           1563Vardenis4.40
Vasiliauskas       1564Vardenis4.32
Petrauskas         1569Vardenis3.72
Petrauskas         1570Vardenis3.04
Kazlauskas         1576Vardenis1.88
Pranevicius        1585Vardenis1.56
Jankauskas         1587Vardenis2.56
Butkus             1590Vardenis4.88
Pranevicius        1592Vardenis4.44
Urbonas            1598Vardenis3.44
Vasiliauskas       1601Vardenis3.12
Kavaliauskas       1606Vardenis4.60
Vasiliauskas       1608Vardenis4.12
Urbonas            1610Vardenis4.76
Petrauskas         1614Vardenis4.88
Jankauskas         1617Vardenis3.88
Butkus             1618Vardenis2.44
Butkus             1619Vardenis4.40
Vasiliauskas       1620Vardenis2.60
Butkus             1622Vardenis3.48
Jankauskas         1625Vardenis3.88
Navickas           1630Vardenis4.56
Kazlauskas         1631Vardenis3.52
Ramanauskas        1634Vardenis3.88
Pranevicius        1637Vardenis4.72
Ramanauskas        1639Vardenis2.88
Vasiliauskas       1640Vardenis4.04
Kazlauskas         1642Vardenis3.00
Jankauskas         1644Vardenis3.04
Ramanauskas        1646Vardenis4.92
Kazlauskas         1647Vardenis4.56
Petrauskas         1648Vardenis2.64
Pranevicius        1653Vardenis4.36
Ramanauskas        1654Vardenis2.76
Vasiliauskas       1656Vardenis4.72
Kazlauskas         1657Vardenis2.60
Kazlauskas         1658Vardenis3.68
Jankauskas         1662Vardenis3.52
Ramanauskas        1663Vardenis4.32
Ramanauskas        1665Vardenis2.60
Vasiliauskas       1666Vardenis3.40
Navickas           1668Vardenis3.52
Kavaliauskas       1669Vardenis4.76
Pranevicius        1670Vardenis3.92
Pranevicius        1673Vardenis4.76
Urbonas            1675Vardenis3.80
Urbonas            1676Vardenis4.92
Butkus             1677Vardenis4.84
Pranevicius        1678Vardenis4.36
Urbonas            1682Vardenis3.36
Pranevicius        1690Vardenis2.76
Pranevicius        1693Vardenis3.48
Navickas           1694Vardenis4.88
Urbonas            1695Vardenis2.04
Navickas           1698Vardenis3.32
Navickas           1700Vardenis3.20
Kazlauskas         1701Vardenis3.68
Navickas           1704Vardenis3.56
Kazlauskas         1707Vardenis3.16
Navickas           1708Vardenis4.24
Butkus             1709Vardenis4.40
Urbonas            1715Vardenis2.64
Vasiliauskas       1717Vardenis2.92
Kavaliauskas       1721Vardenis4.96
Jankauskas         1722Vardenis2.24
Vasiliauskas       1723Vardenis3.96
Kazlauskas         1725Vardenis4.40
Pranevicius        1726Vardenis3.76
Urbonas            1727Vardenis4.92
Urbonas            1728Vardenis3.36
Urbonas            1732Vardenis4.60
Vasiliauskas       1733Vardenis3.92
Pranevicius        1736Vardenis3.60
Kavaliauskas       1737Vardenis4.60
Ramanauskas        1739Vardenis3.20
Vasiliauskas       1740Vardenis4.12
Ramanauskas        1742Vardenis3.88
Butkus             1745Vardenis3.04
Kazlauskas         1747Vardenis4.08
Ramanauskas        1749Vardenis3.12
Kavaliauskas       1751Vardenis3.32
Kavaliauskas       1753Vardenis3.00
Ramanauskas        1755Vardenis3.84
Butkus             1757Vardenis3.80
Kavaliauskas       1761Vardenis3.28
Navickas           1763Vardenis2.68
Butkus             1767Vardenis3.24
Petrauskas         1769Vardenis4.36
Petrauskas         1770Vardenis2.68
Jankauskas         1771Vardenis2.76
Ramanauskas        1773Vardenis4.36
Petrauskas         1774Vardenis3.56
Kazlauskas         1775Vardenis3.36
Pranevicius        1776Vardenis2.76
Urbonas            1777Vardenis3.76
Jankauskas         1780Vardenis3.80
Petrauskas         1783Vardenis4.32
Urbonas            1784Vardenis3.24
Ramanauskas        1788Vardenis3.12
Jankauskas         1790Vardenis4.12
Pranevicius        1791Vardenis2.76
Ramanauskas        1792Vardenis4.00
Kazlauskas         1794Vardenis4.32
Vasiliauskas       1795Vardenis4.00
Urbonas            1803Vardenis4.84
Butkus             1807Vardenis2.84
Ramanauskas        1808Vardenis3.36
Navickas           1810Vardenis2.88
Vasiliauskas       1811Vardenis4.64
Navickas           1812Vardenis4.24
Kazlauskas         1816Vardenis4.08
Vasiliauskas       1824Vardenis3.72
Jankauskas         1827Vardenis3.28
Vasiliauskas       1832Vardenis3.40
Kavaliauskas       1833Vardenis3.00
