Pavarde            Vardas       Galutinis
Ramanauskas        188Vardenis 4.12
Ramanauskas        189Vardenis 2.92
Urbonas            190Vardenis 3.16
Jankauskas         191Vardenis 2.92
Kavaliauskas       195Vardenis 4.72
Ramanauskas        197Vardenis 3.40
Urbonas            200Vardenis 4.96
Kazlauskas         201Vardenis 4.64
Navickas           202Vardenis 2.12
Kazlauskas         205Vardenis 4.00
Vasiliauskas       207Vardenis 2.84
Urbonas            209Vardenis 3.88
Navickas           210Vardenis 3.20
Kazlauskas         211Vardenis 4.40
Kazlauskas         212Vardenis 4.40
Jankauskas         215Vardenis 2.36
Petrauskas         216Vardenis 1.88
Petrauskas         220Vardenis 3.44
Vasiliauskas       221Vardenis 3.80
Pranevicius        222Vardenis 4.00
Ramanauskas        226Vardenis 4.32
Petrauskas         227Vardenis 4.56
Kavaliauskas       232Vardenis 3.80
Jankauskas         233Vardenis 4.08
Vasiliauskas       244Vardenis 2.36
Butkus             246Vardenis 3.80
Pranevicius        247Vardenis 2.76
Pranevicius        255Vardenis 2.04
Urbonas            257Vardenis 4.88
Jankauskas         259Vardenis 3.96
Pranevicius        261Vardenis 2.88
Jankauskas         264Vardenis 4.96
Kavaliauskas       265Vardenis 4.32
Urbonas            272Vardenis 2.72
Jankauskas         274Vardenis 4.44
Pranevicius        276Vardenis 4.76
Petrauskas         281Vardenis 2.32
Navickas           282Vardenis 3.08
Pranevicius        283Vardenis 4.20
Jankauskas         287Vardenis 4.48
Navickas           289Vardenis 4.32
Pranevicius        291Vardenis 2.92
Urbonas            294Vardenis 3.68
Petrauskas         296Vardenis 3.76
Pranevicius        297Vardenis 4.28
Ramanauskas        300Vardenis 3.16
Pranevicius        301Vardenis 2.88
Ramanauskas        302Vardenis 4.32
Ramanauskas        309Vardenis 2.28
Butkus             314Vardenis 2.36
Ramanauskas        316Vardenis 2.04
Vasiliauskas       317Vardenis 3.40
Vasiliauskas       321Vardenis 4.68
Navickas           324Vardenis 3.20
Urbonas            330Vardenis 4.64
Jankauskas         331Vardenis 3.92
Ramanauskas        332Vardenis 3.56
Pranevicius        334Vardenis 2.84
Jankauskas         335Vardenis 3.28
Pranevicius        336Vardenis 4.72
Kavaliauskas       338Vardenis 4.96
Navickas           339Vardenis 4.56
Butkus             340Vardenis 3.36
Urbonas            341Vardenis 4.96
Pranevicius        343Vardenis 4.32
Jankauskas         344Vardenis 4.20
Urbonas            345Vardenis 4.20
Pranevicius        346Vardenis 4.88
Jankauskas         352Vardenis 3.64
Pranevicius        355Vardenis 2.68
Vasiliauskas       356Vardenis 3.88
Jankauskas         358Vardenis 2.04
Navickas           359Vardenis 2.52
Ramanauskas        362Vardenis 3.56
Butkus             365Vardenis 4.60
Ramanauskas        366Vardenis 2.52
Petrauskas         369Vardenis 4.32
Urbonas            370Vardenis 2.52
Navickas           371Vardenis 4.12
Kavaliauskas       372Vardenis 3.24
Butkus             374Vardenis 4.16
Jankauskas         376Vardenis 2.48
Pranevicius        380Vardenis 2.56
Ramanauskas        384Vardenis 3.92
Urbonas            385Vardenis 4.84
Kazlauskas         389Vardenis 2.96
Pranevicius        392Vardenis 3.08
Kazlauskas         396Vardenis 3.08
Petrauskas         397Vardenis 2.76
Ramanauskas        400Vardenis 3.28
Butkus             401Vardenis 4.80
Petrauskas         403Vardenis 4.92
Jankauskas         404Vardenis 3.88
Vasiliauskas       406Vardenis 1.80
Navickas           407Vardenis 3.16
Kavaliauskas       408Vardenis 3.12
Jankauskas         410Vardenis 4.48
Navickas           412Vardenis 3.84
Vasiliauskas       415Vardenis 4.04
Petrauskas         416Vardenis 3.16
Petrauskas         417Vardenis 4.60
Urbonas            420Vardenis 3.80
Kavaliauskas       421Vardenis 4.28
Pranevicius        422Vardenis 4.04
Pranevicius        424Vardenis 4.48
Urbonas            427Vardenis 2.36
Jankauskas         430Vardenis 4.68
Pranevicius        431Vardenis 4.76
Kazlauskas         432Vardenis 2.24
Kazlauskas         434Vardenis 4.36
Pranevicius        435Vardenis 4.96
Pranevicius        437Vardenis 3.60
Urbonas            447Vardenis 3.84
Navickas           448Vardenis 2.76
Urbonas            450Vardenis 4.76
Kavaliauskas       451Vardenis 3.12
Butkus             452Vardenis 3.08
Pranevicius        453Vardenis 3.88
Ramanauskas        454Vardenis 4.24
Petrauskas         455Vardenis 3.44
Vasiliauskas       458Vardenis 4.20
Navickas           459Vardenis 2.76
Vasiliauskas       460Vardenis 3.44
Kazlauskas         462Vardenis 3.76
Ramanauskas        463Vardenis 4.96
Ramanauskas        464Vardenis 4.04
Pranevicius        466Vardenis 3.12
Vasiliauskas       468Vardenis 4.24
Vasiliauskas       469Vardenis 4.92
Navickas           474Vardenis 4.60
Kavaliauskas       480Vardenis 4.80
Petrauskas         481Vardenis 4.80
Vasiliauskas       482Vardenis 3.60
Petrauskas         483Vardenis 3.32
Petrauskas         488Vardenis 2.80
Jankauskas         489Vardenis 4.96
Kazlauskas         490Vardenis 4.56
Urbonas            493Vardenis 4.64
Pranevicius        494Vardenis 2.64
Kavaliauskas       495Vardenis 4.20
Kazlauskas         497Vardenis 2.72
Kavaliauskas       501Vardenis 4.04
Kazlauskas         502Vardenis 3.20
Jankauskas         503Vardenis 3.76
Ramanauskas        504Vardenis 4.56
Vasiliauskas       505Vardenis 3.16
Kavaliauskas       512Vardenis 4.84
Navickas           516Vardenis 4.24
Navickas           517Vardenis 3.76
Pranevicius        519Vardenis 3.60
Pranevicius        520Vardenis 3.36
Butkus             525Vardenis 3.60
Jankauskas         526Vardenis 2.28
Navickas           528Vardenis 3.84
Kazlauskas         529Vardenis 2.72
Kazlauskas         531Vardenis 4.64
Vasiliauskas       532Vardenis 3.48
Vasiliauskas       537Vardenis 4.44
Butkus             538Vardenis 4.00
Navickas           539Vardenis 4.32
Urbonas            544Vardenis 2.20
Pranevicius        547Vardenis 2.96
Jankauskas         548Vardenis 1.80
Butkus             549Vardenis 4.72
Ramanauskas        553Vardenis 4.92
Urbonas            557Vardenis 4.64
Urbonas            558Vardenis 2.00
Jankauskas         559Vardenis 4.40
Ramanauskas        561Vardenis 3.40
Petrauskas         562Vardenis 4.12
Kazlauskas         565Vardenis 2.92
Petrauskas         570Vardenis 4.68
Kazlauskas         571Vardenis 4.20
Butkus             574Vardenis 3.72
Butkus             575Vardenis 3.28
Ramanauskas        581Vardenis 4.64
Urbonas            583Vardenis 3.68
Jankauskas         584Vardenis 4.36
Urbonas            585Vardenis 4.60
Butkus             587Vardenis 2.92
Ramanauskas        590Vardenis 2.60
Vasiliauskas       593Vardenis 2.52
Jankauskas         596Vardenis 3.60
Navickas           599Vardenis 3.28
Vasiliauskas       600Vardenis 2.68
Navickas           602Vardenis 3.68
Vasiliauskas       604Vardenis 2.84
Jankauskas         605Vardenis 3.96
Kavaliauskas       607Vardenis 4.20
Kavaliauskas       608Vardenis 2.68
Navickas           609Vardenis 4.12
Pranevicius        615Vardenis 3.60
Butkus             617Vardenis 2.52
Petrauskas         621Vardenis 3.28
Kazlauskas         625Vardenis 3.28
Urbonas            626Vardenis 3.20
Kazlauskas         627Vardenis 3.72
Vasiliauskas       629Vardenis 4.88
Butkus             630Vardenis 3.96
Kavaliauskas       631Vardenis 4.68
Butkus             633Vardenis 2.64
Butkus             635Vardenis 2.68
Pranevicius        636Vardenis 2.12
Kazlauskas         637Vardenis 3.80
Urbonas            638Vardenis 2.60
Pranevicius        641Vardenis 3.48
Urbonas            643Vardenis 4.96
Kavaliauskas       644Vardenis 3.44
Jankauskas         646Vardenis 2.92
Ramanauskas        647Vardenis 2.96
Ramanauskas        652Vardenis 4.48
Kavaliauskas       657Vardenis 2.96
Butkus             658Vardenis 3.72
Pranevicius        660Vardenis 3.16
Ramanauskas        664Vardenis 3.20
Kavaliauskas       667Vardenis 4.88
Kazlauskas         672Vardenis 3.72
Urbonas            673Vardenis 2.60
Jankauskas         675Vardenis 3.00
Petrauskas         677Vardenis 4.20
Navickas           678Vardenis 4.88
Butkus             679Vardenis 2.84
Jankauskas         680Vardenis 3.24
Ramanauskas        682Vardenis 3.60
Jankauskas         684Vardenis 4.80
Pranevicius        687Vardenis 3.08
Petrauskas         692Vardenis 3.84
Butkus             693Vardenis 3.40
Butkus             698Vardenis 3.80
Kazlauskas         699Vardenis 2.92
Urbonas            701Vardenis 4.28
Vasiliauskas       702Vardenis 3.56
Urbonas            704Vardenis 3.72
Vasiliauskas       707Vardenis 4.12
Petrauskas         711Vardenis 2.84
Ramanauskas        712Vardenis 4.60
Kavaliauskas       714Vardenis 3.20
Petrauskas         715Vardenis 4.64
Navickas           718Vardenis 3.60
Navickas           720Vardenis 2.60
Pranevicius        725Vardenis 3.48
Petrauskas         728Vardenis 4.48
Vasiliauskas       729Vardenis 4.68
Petrauskas         730Vardenis 3.96
Kazlauskas         736Vardenis 4.52
Kazlauskas         737Vardenis 3.96
Butkus             739Vardenis 3.08
Jankauskas         740Vardenis 3.76
Ramanauskas        743Vardenis 4.80
Vasiliauskas       746Vardenis 3.20
Vasiliauskas       747Vardenis 4.04
Vasiliauskas       755Vardenis 3.32
Vasiliauskas       756Vardenis 4.92
Petrauskas         758Vardenis 4.48
Vasiliauskas       760Vardenis 4.84
Petrauskas         764Vardenis 2.12
Kazlauskas         769Vardenis 3.48
Ramanauskas        770Vardenis 3.52
Urbonas            771Vardenis 4.92
Vasiliauskas       772Vardenis 2.76
Vasiliauskas       774Vardenis 4.12
Kavaliauskas       777Vardenis 4.44
Urbonas            781Vardenis 2.92
Butkus             782Vardenis 4.76
Butkus             790Vardenis 4.72
Kavaliauskas       791Vardenis 4.96
Pranevicius        793Vardenis 4.52
Ramanauskas        794Vardenis 4.88
Butkus             795Vardenis 3.48
Navickas           797Vardenis 4.32
Jankauskas         803Vardenis 3.24
Vasiliauskas       804Vardenis 4.16
Navickas           805Vardenis 4.76
Butkus             806Vardenis 3.00
Navickas           807Vardenis 2.76
Kavaliauskas       810Vardenis 4.04
Urbonas            815Vardenis 4.00
Petrauskas         816Vardenis 3.64
Kavaliauskas       822Vardenis 3.60
Kavaliauskas       830Vardenis 3.88
Butkus             831Vardenis 3.32
Navickas           832Vardenis 3.60
Vasiliauskas       834Vardenis 4.68
Kavaliauskas       836Vardenis 3.80
Vasiliauskas       839Vardenis 3.40
Jankauskas         844Vardenis 2.96
Kazlauskas         847Vardenis 3.32
Petrauskas         848Vardenis 4.16
Jankauskas         849Vardenis 4.44
Jankauskas         852Vardenis 4.24
Navickas           854Vardenis 3.08
Petrauskas         855Vardenis 3.80
Kavaliauskas       856Vardenis 3.08
Kavaliauskas       857Vardenis 4.52
Pranevicius        858Vardenis 3.88
Jankauskas         868Vardenis 3.16
Urbonas            869Vardenis 4.48
Ramanauskas        872Vardenis 4.12
Vasiliauskas       873Vardenis 2.44
Butkus             875Vardenis 2.72
Pranevicius        877Vardenis 3.96
Butkus             878Vardenis 3.80
Kavaliauskas       879Vardenis 2.76
Petrauskas         881Vardenis 2.96
Butkus             883Vardenis 3.60
Pranevicius        885Vardenis 4.80
Vasiliauskas       887Vardenis 3.12
Navickas           888Vardenis 4.48
Butkus             890Vardenis 4.60
Kavaliauskas       893Vardenis 4.76
Vasiliauskas       894Vardenis 3.20
Vasiliauskas       899Vardenis 4.40
Petrauskas         900Vardenis 2.44
Vasiliauskas       901Vardenis 2.92
Urbonas            902Vardenis 3.32
Vasiliauskas       903Vardenis 3.92
Vasiliauskas       904Vardenis 2.40
Pranevicius        906Vardenis 2.80
Ramanauskas        909Vardenis 4.32
Navickas           911Vardenis 4.28
Urbonas            920Vardenis 4.80
Petrauskas         922Vardenis 3.00
Petrauskas         925Vardenis 3.44
Ramanauskas        926Vardenis 2.52
Jankauskas         930Vardenis 3.56
Petrauskas         931Vardenis 3.12
Urbonas            937Vardenis 3.72
Urbonas            938Vardenis 4.44
Vasiliauskas       942Vardenis 4.04
Pranevicius        944Vardenis 3.32
Butkus             946Vardenis 4.80
Kazlauskas         949Vardenis 4.32
Ramanauskas        952Vardenis 3.52
Ramanauskas        953Vardenis 3.60
Butkus             954Vardenis 4.92
Kazlauskas         957Vardenis 3.64
Jankauskas         960Vardenis 2.72
Kavaliauskas       961Vardenis 3.44
Jankauskas         964Vardenis 4.04
Jankauskas         965Vardenis 3.88
Kazlauskas         969Vardenis 4.64
Butkus             970Vardenis 4.96
Ramanauskas        973Vardenis 4.28
Butkus             974Vardenis 4.52
Ramanauskas        975Vardenis 2.96
Butkus             976Vardenis 3.56
Ramanauskas        979Vardenis 3.40
Kazlauskas         980Vardenis 3.60
Vasiliauskas       981Vardenis 3.08
Kazlauskas         990Vardenis 4.24
Kazlauskas         998Vardenis 3.44
Ramanauskas        1000Vardenis3.40
Kazlauskas         1001Vardenis4.92
Kazlauskas         1004Vardenis3.84
Ramanauskas        1005Vardenis3.68
Navickas           1017Vardenis2.72
Vasiliauskas       1018Vardenis4.88
Vasiliauskas       1022Vardenis4.92
Urbonas            1030Vardenis3.44
Pranevicius        1041Vardenis3.12
Petrauskas         1042Vardenis4.48
Jankauskas         1043Vardenis3.52
Urbonas            1045Vardenis3.84
Jankauskas         1054Vardenis4.76
Ramanauskas        1055Vardenis4.48
Navickas           1058Vardenis4.68
Vasiliauskas       1061Vardenis2.68
Butkus             1063Vardenis3.64
Kazlauskas         1066Vardenis3.88
Butkus             1072Vardenis2.72
Ramanauskas        1073Vardenis3.08
Petrauskas         1074Vardenis3.28
Vasiliauskas       1078Vardenis4.52
Pranevicius        1079Vardenis3.76
Pranevicius        1086Vardenis3.08
Navickas           1088Vardenis4.84
Pranevicius        1091Vardenis4.04
Jankauskas         1100Vardenis3.68
Pranevicius        1102Vardenis4.96
Urbonas            1105Vardenis2.68
Urbonas            1106Vardenis4.96
Kavaliauskas       1108Vardenis3.32
Petrauskas         1109Vardenis4.36
Ramanauskas        1112Vardenis4.64
Vasiliauskas       1114Vardenis4.04
Navickas           1115Vardenis4.08
Kazlauskas         1116Vardenis3.88
Ramanauskas        1121Vardenis4.00
Pranevicius        1125Vardenis2.92
Vasiliauskas       1126Vardenis4.96
Kavaliauskas       1128Vardenis4.48
Butkus             1129Vardenis3.64
Pranevicius        1131Vardenis4.28
Kazlauskas         1132Vardenis4.24
Navickas           1135Vardenis2.72
Navickas           1136Vardenis3.32
Kazlauskas         1137Vardenis3.32
Kavaliauskas       1138Vardenis4.00
Urbonas            1139Vardenis4.52
Ramanauskas        1141Vardenis2.48
Kavaliauskas       1143Vardenis4.04
Urbonas            1148Vardenis2.96
Ramanauskas        1155Vardenis4.28
Pranevicius        1158Vardenis2.20
Kazlauskas         1162Vardenis2.96
Kavaliauskas       1165Vardenis3.36
Jankauskas         1168Vardenis1.80
Petrauskas         1171Vardenis2.68
Urbonas            1173Vardenis4.88
Urbonas            1174Vardenis4.08
Ramanauskas        1177Vardenis3.32
Jankauskas         1178Vardenis4.00
Navickas           1183Vardenis3.92
Urbonas            1186Vardenis4.36
Kavaliauskas       1188Vardenis2.68
Pranevicius        1191Vardenis2.52
Pranevicius        1192Vardenis3.52
Ramanauskas        1196Vardenis4.84
Navickas           1199Vardenis3.00
Vasiliauskas       1200Vardenis4.40
Navickas           1202Vardenis3.00
Petrauskas         1203Vardenis2.52
Kazlauskas         1204Vardenis3.28
Urbonas            1205Vardenis4.44
Petrauskas         1207Vardenis4.64
Urbonas            1217Vardenis3.80
Navickas           1227Vardenis4.00
Urbonas            1232Vardenis3.48
Navickas           1233Vardenis3.68
Kavaliauskas       1234Vardenis4.08
Petrauskas         1240Vardenis2.92
Butkus             1247Vardenis3.48
Navickas           1250Vardenis3.16
Vasiliauskas       1254Vardenis1.40
Ramanauskas        1255Vardenis3.32
Kazlauskas         1256Vardenis2.68
Urbonas            1259Vardenis2.44
Kavaliauskas       1260Vardenis3.20
Vasiliauskas       1261Vardenis4.92
Jankauskas         1262Vardenis3.56
Ramanauskas        1263Vardenis4.84
Vasiliauskas       1265Vardenis4.76
Navickas           1267Vardenis4.60
Pranevicius        1268Vardenis3.56
Petrauskas         1277Vardenis2.92
Petrauskas         1279Vardenis4.60
Ramanauskas        1280Vardenis2.76
Kazlauskas         1281Vardenis3.40
Jankauskas         1282Vardenis3.96
Kavaliauskas       1291Vardenis4.80
Kavaliauskas       1293Vardenis3.56
Vasiliauskas       1296Vardenis3.80
Butkus             1297Vardenis4.72
Urbonas            1299Vardenis2.12
Kavaliauskas       1300Vardenis4.16
Jankauskas         1301Vardenis3.64
Pranevicius        1305Vardenis1.96
Kavaliauskas       1308Vardenis4.68
Kazlauskas         1309Vardenis2.92
Vasiliauskas       1311Vardenis4.28
Navickas           1319Vardenis3.16
Petrauskas         1323Vardenis3.60
Butkus             1324Vardenis2.12
Navickas           1325Vardenis3.36
Jankauskas         1326Vardenis4.28
Vasiliauskas       1327Vardenis2.76
Kazlauskas         1329Vardenis3.04
Kazlauskas         1333Vardenis2.28
Butkus             1337Vardenis4.32
Petrauskas         1342Vardenis4.00
Petrauskas         1345Vardenis3.04
Jankauskas         1351Vardenis4.32
Vasiliauskas       1354Vardenis4.12
Kazlauskas         1355Vardenis2.44
Petrauskas         1356Vardenis2.60
Kazlauskas         1357Vardenis3.72
Pranevicius        1358Vardenis3.56
Urbonas            1359Vardenis3.12
Vasiliauskas       1362Vardenis3.28
Butkus             1364Vardenis2.04
Navickas           1366Vardenis3.08
Urbonas            1368Vardenis4.16
Ramanauskas        1369Vardenis4.92
Navickas           1370Vardenis3.40
Pranevicius        1371Vardenis3.36
Navickas           1376Vardenis4.40
Kazlauskas         1378Vardenis4.00
Vasiliauskas       1379Vardenis3.68
Kavaliauskas       1380Vardenis4.32
Urbonas            1381Vardenis4.04
Ramanauskas        1382Vardenis3.24
Kavaliauskas       1384Vardenis4.16
Urbonas            1386Vardenis3.00
Butkus             1388Vardenis4.84
Kavaliauskas       1389Vardenis4.20
Kazlauskas         1390Vardenis2.80
Butkus             1393Vardenis4.00
Urbonas            1396Vardenis2.28
Kazlauskas         1398Vardenis3.76
Pranevicius        1399Vardenis3.64
Petrauskas         1401Vardenis3.20
Petrauskas         1402Vardenis4.44
Butkus             1403Vardenis3.76
Urbonas            1405Vardenis2.20
Kazlauskas         1414Vardenis4.68
Urbonas            1415Vardenis2.44
Butkus             1416Vardenis3.44
Navickas           1423Vardenis2.64
Ramanauskas        1424Vardenis4.08
Jankauskas         1428Vardenis3.08
Ramanauskas        1429Vardenis4.76
Kavaliauskas       1431Vardenis2.36
Ramanauskas        1432Vardenis4.72
Jankauskas         1435Vardenis4.12
Urbonas            1439Vardenis4.12
Jankauskas         1441Vardenis3.96
Kazlauskas         1449Vardenis4.72
Urbonas            1451Vardenis4.88
Navickas           1453Vardenis3.56
Vasiliauskas       1457Vardenis4.28
Vasiliauskas       1460Vardenis2.56
Jankauskas         1463Vardenis4.32
Kazlauskas         1465Vardenis3.76
Urbonas            1466Vardenis3.32
Butkus             1467Vardenis2.04
Navickas           1468Vardenis4.48
Kazlauskas         1469Vardenis3.20
Navickas           1470Vardenis3.08
Kavaliauskas       1471Vardenis2.80
Vasiliauskas       1473Vardenis4.48
Kazlauskas         1478Vardenis3.56
Urbonas            1480Vardenis4.76
Urbonas            1483Vardenis4.36
Navickas           1487Vardenis3.04
Ramanauskas        1489Vardenis3.68
Urbonas            1490Vardenis3.40
Kavaliauskas       1492Vardenis4.88
Urbonas            1494Vardenis4.12
Butkus             1499Vardenis2.68
Urbonas            1500Vardenis3.32
Petrauskas         1501Vardenis4.36
Pranevicius        1507Vardenis4.56
Kavaliauskas       1509Vardenis3.40
Ramanauskas        1513Vardenis2.76
Petrauskas         1517Vardenis3.40
Navickas           1518Vardenis2.88
Petrauskas         1521Vardenis3.24
Pranevicius        1523Vardenis3.60
Ramanauskas        1524Vardenis2.92
Butkus             1526Vardenis2.24
Urbonas            1527Vardenis2.28
Butkus             1530Vardenis3.76
Pranevicius        1534Vardenis4.12
Kazlauskas         1537Vardenis3.04
Kavaliauskas       1538Vardenis4.48
Pranevicius        1539Vardenis2.28
Kazlauskas         1540Vardenis3.00
Ramanauskas        1542Vardenis3.12
Kazlauskas         1543Vardenis4.96
Pranevicius        1544Vardenis2.36
Navickas           1545Vardenis3.20
Urbonas            1546Vardenis3.96
Jankauskas         1547Vardenis3.28
Kazlauskas         1548Vardenis4.76
Pranevicius        1550Vardenis3.24
Ramanauskas        1551Vardenis4.12
Pranevicius        1553Vardenis2.36
Kazlauskas         1554Vardenis2.04
Vasiliauskas       1557Vardenis3.60
Vasiliauskas       1558Vardenis3.68
Petrauskas         1559Vardenis4.44
Jankauskas         1570Vardenis4.36
Navickas           1571Vardenis4.32
Pranevicius        1572Vardenis4.52
Petrauskas         1573Vardenis3.84
Jankauskas         1574Vardenis4.56
Kavaliauskas       1576Vardenis2.52
Pranevicius        1577Vardenis4.72
Navickas           1578Vardenis3.52
Vasiliauskas       1579Vardenis2.60
Vasiliauskas       1580Vardenis4.40
Jankauskas         1582Vardenis4.20
Pranevicius        1585Vardenis3.44
Kavaliauskas       1588Vardenis4.80
Petrauskas         1589Vardenis4.84
Vasiliauskas       1602Vardenis4.48
Pranevicius        1603Vardenis2.84
Ramanauskas        1606Vardenis4.36
Petrauskas         1607Vardenis4.20
Kazlauskas         1609Vardenis2.96
Navickas           1612Vardenis3.00
Urbonas            1614Vardenis4.80
Pranevicius        1615Vardenis3.96
Kavaliauskas       1617Vardenis3.68
Kavaliauskas       1620Vardenis3.32
Jankauskas         1621Vardenis4.28
Kazlauskas         1622Vardenis3.96
Kazlauskas         1624Vardenis2.36
Navickas           1627Vardenis2.48
Jankauskas         1628Vardenis4.64
Ramanauskas        1632Vardenis3.36
Pranevicius        1637Vardenis3.40
Pranevicius        1638Vardenis3.32
Kazlauskas         1640Vardenis4.40
Jankauskas         1642Vardenis4.60
Urbonas            1644Vardenis4.40
Petrauskas         1647Vardenis3.00
Kavaliauskas       1650Vardenis4.60
Urbonas            1652Vardenis3.16
Butkus             1653Vardenis3.32
Petrauskas         1654Vardenis3.44
Navickas           1655Vardenis4.72
Kavaliauskas       1659Vardenis3.68
Ramanauskas        1662Vardenis3.68
Pranevicius        1663Vardenis2.20
Vasiliauskas       1664Vardenis4.24
Kavaliauskas       1667Vardenis3.68
Kavaliauskas       1670Vardenis3.48
Petrauskas         1672Vardenis3.36
Kavaliauskas       1674Vardenis3.88
Vasiliauskas       1675Vardenis3.48
Kavaliauskas       1676Vardenis3.84
Navickas           1679Vardenis2.36
Ramanauskas        1683Vardenis2.84
Ramanauskas        1686Vardenis4.36
Ramanauskas        1687Vardenis2.28
Ramanauskas        1689Vardenis4.32
Urbonas            1695Vardenis4.40
Navickas           1696Vardenis3.92
Ramanauskas        1701Vardenis4.92
Navickas           1705Vardenis4.20
Petrauskas         1706Vardenis4.68
Kazlauskas         1711Vardenis4.84
Ramanauskas        1714Vardenis3.76
Jankauskas         1716Vardenis3.68
Vasiliauskas       1720Vardenis4.28
Ramanauskas        1721Vardenis2.68
Kavaliauskas       1723Vardenis3.52
Pranevicius        1724Vardenis4.28
Butkus             1725Vardenis2.84
Petrauskas         1728Vardenis4.96
Ramanauskas        1731Vardenis3.68
Vasiliauskas       1733Vardenis4.16
Petrauskas         1735Vardenis3.00
Kazlauskas         1736Vardenis3.16
Butkus             1737Vardenis2.52
Pranevicius        1739Vardenis3.52
Kavaliauskas       1740Vardenis2.84
Petrauskas         1744Vardenis4.32
Petrauskas         1746Vardenis2.28
Kavaliauskas       1748Vardenis2.28
Pranevicius        1752Vardenis4.56
Urbonas            1753Vardenis4.88
Butkus             1756Vardenis2.96
Navickas           1758Vardenis3.32
Kazlauskas         1759Vardenis2.52
Vasiliauskas       1764Vardenis3.28
Pranevicius        1765Vardenis3.20
Ramanauskas        1766Vardenis2.44
Kavaliauskas       1767Vardenis4.44
Jankauskas         1769Vardenis2.60
Navickas           1770Vardenis3.52
Jankauskas         1771Vardenis3.80
Pranevicius        1774Vardenis3.68
Kavaliauskas       1776Vardenis3.44
Kavaliauskas       1777Vardenis2.16
Urbonas            1778Vardenis3.88
Vasiliauskas       1779Vardenis2.52
Kavaliauskas       1783Vardenis4.00
Ramanauskas        1786Vardenis3.12
Navickas           1787Vardenis4.52
Navickas           1788Vardenis2.92
Pranevicius        1790Vardenis4.20
Ramanauskas        1792Vardenis3.48
Petrauskas         1793Vardenis3.40
Kavaliauskas       1802Vardenis4.28
Petrauskas         1806Vardenis3.00
Navickas           1809Vardenis4.96
Butkus             1812Vardenis4.60
Vasiliauskas       1814Vardenis4.16
Urbonas            1826Vardenis4.84
Kavaliauskas       1827Vardenis3.92
Butkus             1830Vardenis4.56
Pranevicius        1832Vardenis4.44
Pranevicius        1833Vardenis2.36
Urbonas            1835Vardenis2.76
Butkus             1840Vardenis1.88
Butkus             1841Vardenis2.88
Butkus             1842Vardenis3.60
Ramanauskas        1843Vardenis4.32
Navickas           1846Vardenis2.84
Urbonas            1847Vardenis4.92
Vasiliauskas       1849Vardenis3.92
Kavaliauskas       1850Vardenis3.32
Petrauskas         1851Vardenis3.40
Navickas           1853Vardenis3.72
Pranevicius        1855Vardenis2.60
Kavaliauskas       1858Vardenis4.12
Kazlauskas         1862Vardenis3.48
Ramanauskas        1864Vardenis3.40
Butkus             1866Vardenis4.32
Pranevicius        1867Vardenis3.80
