Pavarde            Vardas       Galutinis
Urbonas            971Vardenis 3.84
Butkus             974Vardenis 3.08
Urbonas            981Vardenis 3.00
Navickas           983Vardenis 2.60
Petrauskas         984Vardenis 4.52
Navickas           985Vardenis 4.00
Kavaliauskas       986Vardenis 4.40
Navickas           987Vardenis 4.64
Ramanauskas        992Vardenis 3.36
Ramanauskas        994Vardenis 4.52
Ramanauskas        999Vardenis 2.60
Kazlauskas         1000Vardenis3.36
Kavaliauskas       1003Vardenis3.64
Butkus             1010Vardenis4.88
Petrauskas         1015Vardenis3.88
Navickas           1016Vardenis4.92
Petrauskas         1018Vardenis4.64
Navickas           1025Vardenis3.56
Navickas           1026Vardenis3.84
Navickas           1027Vardenis3.92
Petrauskas         1032Vardenis3.32
Vasiliauskas       1033Vardenis4.60
Urbonas            1034Vardenis4.00
Ramanauskas        1036Vardenis4.04
Ramanauskas        1037Vardenis3.16
Navickas           1045Vardenis2.36
Navickas           1046Vardenis4.96
Vasiliauskas       1047Vardenis4.72
Kavaliauskas       1050Vardenis4.00
Urbonas            1051Vardenis4.12
Kavaliauskas       1052Vardenis3.48
Petrauskas         1056Vardenis3.48
Kavaliauskas       1057Vardenis3.00
Butkus             1059Vardenis4.28
Jankauskas         1060Vardenis4.20
Vasiliauskas       1062Vardenis4.88
Pranevicius        1064Vardenis2.60
Vasiliauskas       1065Vardenis4.32
Navickas           1066Vardenis3.00
Kazlauskas         1067Vardenis4.40
Pranevicius        1075Vardenis3.60
Butkus             1080Vardenis3.80
Kavaliauskas       1082Vardenis3.64
Butkus             1083Vardenis2.52
Kazlauskas         1084Vardenis2.68
Vasiliauskas       1085Vardenis4.20
Petrauskas         1086Vardenis4.68
Pranevicius        1089Vardenis3.44
Urbonas            1090Vardenis3.28
Kavaliauskas       1091Vardenis3.04
Kazlauskas         1092Vardenis3.56
Ramanauskas        1095Vardenis3.28
Ramanauskas        1096Vardenis2.36
Pranevicius        1097Vardenis2.44
Vasiliauskas       1102Vardenis2.24
Vasiliauskas       1103Vardenis4.04
Butkus             1106Vardenis3.84
Kazlauskas         1108Vardenis4.40
Petrauskas         1109Vardenis2.36
Navickas           1113Vardenis3.00
Pranevicius        1120Vardenis3.72
Ramanauskas        1121Vardenis4.24
Jankauskas         1122Vardenis3.56
Vasiliauskas       1123Vardenis3.32
Jankauskas         1128Vardenis4.64
Kazlauskas         1134Vardenis4.44
Petrauskas         1136Vardenis4.20
Ramanauskas        1140Vardenis3.36
Kazlauskas         1146Vardenis2.64
Urbonas            1147Vardenis3.00
Ramanauskas        1150Vardenis4.08
Vasiliauskas       1152Vardenis4.20
Pranevicius        1153Vardenis4.44
Jankauskas         1154Vardenis4.60
Kavaliauskas       1156Vardenis2.68
Navickas           1161Vardenis3.60
Petrauskas         1162Vardenis4.76
Ramanauskas        1164Vardenis3.00
Jankauskas         1165Vardenis4.08
Kavaliauskas       1166Vardenis4.68
Navickas           1169Vardenis4.96
Kazlauskas         1171Vardenis3.16
Pranevicius        1175Vardenis2.76
Kavaliauskas       1176Vardenis4.64
Kazlauskas         1177Vardenis2.76
Petrauskas         1178Vardenis4.72
Jankauskas         1179Vardenis3.12
Kavaliauskas       1181Vardenis3.08
Kazlauskas         1184Vardenis4.16
Vasiliauskas       1185Vardenis2.20
Jankauskas         1189Vardenis3.72
Kavaliauskas       1190Vardenis2.68
Kazlauskas         1193Vardenis4.84
Urbonas            1194Vardenis4.08
Petrauskas         1196Vardenis4.96
Urbonas            1197Vardenis2.44
Pranevicius        1198Vardenis4.68
Kavaliauskas       1202Vardenis3.40
Ramanauskas        1203Vardenis4.80
Vasiliauskas       1204Vardenis4.92
Kazlauskas         1206Vardenis3.24
Urbonas            1210Vardenis2.44
Ramanauskas        1212Vardenis2.04
Navickas           1215Vardenis4.36
Vasiliauskas       1216Vardenis3.80
Ramanauskas        1223Vardenis3.56
Vasiliauskas       1228Vardenis3.40
Kazlauskas         1229Vardenis2.28
Petrauskas         1230Vardenis4.20
Ramanauskas        1232Vardenis2.92
Urbonas            1233Vardenis4.68
Pranevicius        1234Vardenis2.92
Ramanauskas        1237Vardenis3.92
Urbonas            1239Vardenis3.88
Butkus             1240Vardenis4.76
Kavaliauskas       1242Vardenis4.48
Ramanauskas        1245Vardenis4.48
Urbonas            1247Vardenis3.96
Petrauskas         1250Vardenis2.76
Navickas           1251Vardenis2.68
Vasiliauskas       1253Vardenis4.72
Urbonas            1257Vardenis4.84
Butkus             1258Vardenis3.32
Jankauskas         1259Vardenis4.76
Vasiliauskas       1261Vardenis4.12
Kazlauskas         1263Vardenis2.68
Urbonas            1265Vardenis4.48
Pranevicius        1270Vardenis4.24
Kavaliauskas       1283Vardenis2.68
Pranevicius        1284Vardenis2.68
Navickas           1285Vardenis3.56
Ramanauskas        1288Vardenis4.00
Butkus             1289Vardenis2.80
Butkus             1293Vardenis3.40
Petrauskas         1295Vardenis4.04
Jankauskas         1297Vardenis3.88
Kavaliauskas       1301Vardenis3.52
Kavaliauskas       1302Vardenis4.00
Pranevicius        1304Vardenis2.52
Navickas           1307Vardenis2.88
Kazlauskas         1310Vardenis4.16
Pranevicius        1311Vardenis3.28
Jankauskas         1320Vardenis3.08
Ramanauskas        1321Vardenis4.40
Ramanauskas        1326Vardenis3.92
Butkus             1327Vardenis2.88
Vasiliauskas       1330Vardenis2.64
Ramanauskas        1332Vardenis3.60
Navickas           1337Vardenis3.40
Navickas           1338Vardenis2.04
Kavaliauskas       1339Vardenis2.92
Butkus             1341Vardenis3.04
Jankauskas         1343Vardenis4.12
Ramanauskas        1347Vardenis3.52
Pranevicius        1351Vardenis3.04
Urbonas            1359Vardenis4.80
Kavaliauskas       1362Vardenis3.32
Kavaliauskas       1363Vardenis4.20
Jankauskas         1364Vardenis4.64
Urbonas            1366Vardenis4.16
Butkus             1367Vardenis3.36
Pranevicius        1370Vardenis3.68
Ramanauskas        1371Vardenis4.76
Kavaliauskas       1372Vardenis4.92
Petrauskas         1375Vardenis4.40
Urbonas            1376Vardenis4.80
Jankauskas         1380Vardenis3.68
Navickas           1381Vardenis3.80
Urbonas            1386Vardenis1.56
Kazlauskas         1387Vardenis2.20
Butkus             1395Vardenis4.60
Pranevicius        1398Vardenis3.44
Ramanauskas        1399Vardenis4.48
Kavaliauskas       1403Vardenis3.24
Kazlauskas         1407Vardenis2.92
Kavaliauskas       1409Vardenis4.04
Kazlauskas         1410Vardenis4.48
Urbonas            1412Vardenis3.92
Kazlauskas         1415Vardenis3.24
Urbonas            1416Vardenis4.44
Pranevicius        1422Vardenis4.52
Petrauskas         1424Vardenis3.24
Jankauskas         1425Vardenis2.84
Butkus             1426Vardenis3.56
Pranevicius        1428Vardenis2.52
Butkus             1429Vardenis2.60
Navickas           1430Vardenis2.96
Kavaliauskas       1432Vardenis4.40
Kazlauskas         1440Vardenis3.16
Jankauskas         1445Vardenis4.12
Jankauskas         1447Vardenis4.48
Urbonas            1449Vardenis3.72
Urbonas            1450Vardenis4.60
Ramanauskas        1458Vardenis3.92
Kazlauskas         1466Vardenis3.08
Butkus             1467Vardenis4.44
Butkus             1468Vardenis2.96
Kavaliauskas       1470Vardenis3.24
Navickas           1471Vardenis4.84
Navickas           1475Vardenis3.24
Ramanauskas        1476Vardenis4.40
Jankauskas         1479Vardenis4.44
Pranevicius        1481Vardenis4.84
Navickas           1482Vardenis4.00
Jankauskas         1485Vardenis3.72
Vasiliauskas       1486Vardenis2.72
Kazlauskas         1487Vardenis4.40
Urbonas            1490Vardenis4.56
Petrauskas         1492Vardenis4.16
Jankauskas         1493Vardenis3.36
Kazlauskas         1496Vardenis4.52
Petrauskas         1498Vardenis2.76
Kavaliauskas       1502Vardenis2.52
Petrauskas         1504Vardenis3.00
Urbonas            1506Vardenis3.08
Pranevicius        1509Vardenis3.08
Petrauskas         1512Vardenis4.52
Ramanauskas        1515Vardenis4.64
Vasiliauskas       1517Vardenis4.88
Ramanauskas        1519Vardenis3.28
Kazlauskas         1520Vardenis3.68
Butkus             1521Vardenis4.48
Butkus             1522Vardenis4.60
Urbonas            1527Vardenis3.80
Ramanauskas        1528Vardenis4.48
Navickas           1529Vardenis2.64
Pranevicius        1531Vardenis2.52
Urbonas            1539Vardenis2.20
Urbonas            1540Vardenis3.88
Pranevicius        1544Vardenis3.04
Navickas           1546Vardenis3.36
Ramanauskas        1549Vardenis4.64
Jankauskas         1551Vardenis4.24
Urbonas            1552Vardenis2.84
Navickas           1553Vardenis4.00
Ramanauskas        1554Vardenis3.60
Butkus             1555Vardenis4.32
Jankauskas         1556Vardenis4.20
Kazlauskas         1557Vardenis2.36
Vasiliauskas       1558Vardenis2.48
Petrauskas         1559Vardenis4.12
Pranevicius        1564Vardenis3.76
Ramanauskas        1565Vardenis2.64
Urbonas            1570Vardenis3.16
Navickas           1572Vardenis4.32
Ramanauskas        1575Vardenis4.32
Ramanauskas        1576Vardenis3.12
Kavaliauskas       1577Vardenis3.04
Kazlauskas         1578Vardenis3.12
Jankauskas         1580Vardenis4.96
Butkus             1581Vardenis3.40
Kavaliauskas       1586Vardenis3.36
Kazlauskas         1592Vardenis3.16
Pranevicius        1593Vardenis4.12
Vasiliauskas       1594Vardenis4.84
Petrauskas         1595Vardenis3.60
Kavaliauskas       1596Vardenis3.64
Pranevicius        1599Vardenis2.60
Ramanauskas        1600Vardenis3.16
Vasiliauskas       1602Vardenis4.56
Navickas           1603Vardenis3.92
Petrauskas         1604Vardenis4.36
Kavaliauskas       1607Vardenis3.88
Pranevicius        1608Vardenis2.76
Petrauskas         1611Vardenis2.20
Pranevicius        1613Vardenis4.60
Kavaliauskas       1614Vardenis2.20
Vasiliauskas       1619Vardenis4.04
Jankauskas         1621Vardenis3.56
Urbonas            1623Vardenis3.28
Pranevicius        1624Vardenis3.64
Butkus             1625Vardenis3.28
Vasiliauskas       1627Vardenis2.76
Navickas           1633Vardenis4.52
Butkus             1634Vardenis4.80
Jankauskas         1636Vardenis3.44
Butkus             1637Vardenis4.36
Kazlauskas         1639Vardenis4.60
Vasiliauskas       1640Vardenis2.28
Pranevicius        1644Vardenis4.28
Petrauskas         1646Vardenis1.88
Kavaliauskas       1648Vardenis3.84
Pranevicius        1649Vardenis4.24
Kavaliauskas       1651Vardenis3.96
Jankauskas         1653Vardenis2.84
Kavaliauskas       1655Vardenis4.36
Kavaliauskas       1657Vardenis4.00
Kazlauskas         1664Vardenis4.24
Butkus             1666Vardenis3.32
Urbonas            1668Vardenis4.08
Kavaliauskas       1670Vardenis3.72
Pranevicius        1674Vardenis2.28
Petrauskas         1675Vardenis3.56
Jankauskas         1676Vardenis4.88
Butkus             1677Vardenis4.80
Ramanauskas        1680Vardenis3.24
Pranevicius        1683Vardenis4.80
Butkus             1685Vardenis2.68
Butkus             1690Vardenis4.32
Ramanauskas        1692Vardenis4.28
Navickas           1693Vardenis2.60
Vasiliauskas       1694Vardenis3.28
Navickas           1695Vardenis4.24
Kavaliauskas       1697Vardenis4.96
Kazlauskas         1698Vardenis3.44
Urbonas            1700Vardenis4.40
Navickas           1702Vardenis3.36
Butkus             1703Vardenis3.80
Butkus             1704Vardenis4.16
Navickas           1705Vardenis4.76
Ramanauskas        1706Vardenis4.32
Kavaliauskas       1712Vardenis3.56
Navickas           1714Vardenis3.48
Jankauskas         1717Vardenis4.20
Ramanauskas        1721Vardenis3.08
Vasiliauskas       1724Vardenis4.44
Urbonas            1725Vardenis3.92
Kazlauskas         1729Vardenis4.56
Ramanauskas        1730Vardenis3.52
Petrauskas         1731Vardenis4.56
Kazlauskas         1734Vardenis4.36
Vasiliauskas       1739Vardenis2.28
Pranevicius        1740Vardenis3.72
Butkus             1742Vardenis4.28
Ramanauskas        1743Vardenis3.64
Kavaliauskas       1744Vardenis3.28
Petrauskas         1746Vardenis3.36
Kazlauskas         1748Vardenis3.04
Jankauskas         1752Vardenis3.48
Urbonas            1754Vardenis4.56
Ramanauskas        1755Vardenis2.52
Jankauskas         1756Vardenis3.24
Kavaliauskas       1760Vardenis4.44
Petrauskas         1761Vardenis4.84
Urbonas            1762Vardenis3.16
Jankauskas         1763Vardenis4.56
Kavaliauskas       1764Vardenis4.08
Ramanauskas        1765Vardenis3.44
Urbonas            1766Vardenis3.80
Navickas           1771Vardenis3.36
Petrauskas         1778Vardenis4.72
Ramanauskas        1779Vardenis3.04
Ramanauskas        1782Vardenis2.84
Navickas           1784Vardenis3.08
Petrauskas         1785Vardenis3.28
Petrauskas         1791Vardenis3.04
Urbonas            1792Vardenis4.88
Kavaliauskas       1793Vardenis3.08
Kazlauskas         1794Vardenis3.84
Vasiliauskas       1800Vardenis3.00
Vasiliauskas       1803Vardenis3.08
Urbonas            1806Vardenis3.72
Butkus             1813Vardenis4.24
Pranevicius        1814Vardenis4.04
Pranevicius        1818Vardenis4.60
Navickas           1824Vardenis3.52
Pranevicius        1825Vardenis3.92
Kavaliauskas       1826Vardenis4.12
Urbonas            1829Vardenis4.36
Ramanauskas        1830Vardenis3.16
Petrauskas         1833Vardenis3.88
Butkus             1837Vardenis2.52
Kazlauskas         1840Vardenis3.12
Urbonas            1844Vardenis2.12
Kavaliauskas       1853Vardenis3.12
Pranevicius        1855Vardenis3.52
Vasiliauskas       1857Vardenis1.80
Vasiliauskas       1858Vardenis4.68
Urbonas            1859Vardenis3.64
Butkus             1860Vardenis4.24
