Pavarde            Vardas       Galutinis
Kazlauskas         605Vardenis 5.64
Vasiliauskas       606Vardenis 6.48
Ramanauskas        607Vardenis 6.16
Pranevicius        608Vardenis 5.92
Navickas           609Vardenis 5.92
Butkus             610Vardenis 8.40
Navickas           611Vardenis 8.48
Kavaliauskas       613Vardenis 7.92
Butkus             621Vardenis 6.00
Kavaliauskas       622Vardenis 7.32
Kazlauskas         623Vardenis 7.20
Kazlauskas         624Vardenis 5.24
Vasiliauskas       626Vardenis 5.24
Petrauskas         627Vardenis 7.60
Petrauskas         628Vardenis 6.00
Ramanauskas        629Vardenis 7.24
Ramanauskas        630Vardenis 7.04
Butkus             631Vardenis 7.56
Navickas           632Vardenis 8.36
Jankauskas         633Vardenis 6.80
Vasiliauskas       636Vardenis 5.64
Pranevicius        638Vardenis 5.60
Kavaliauskas       641Vardenis 6.44
Kazlauskas         643Vardenis 7.16
Kazlauskas         644Vardenis 8.56
Kavaliauskas       646Vardenis 7.08
Kazlauskas         648Vardenis 6.44
Petrauskas         649Vardenis 5.00
Butkus             650Vardenis 5.76
Petrauskas         651Vardenis 6.84
Jankauskas         652Vardenis 7.64
Jankauskas         653Vardenis 8.08
Kavaliauskas       656Vardenis 8.48
Vasiliauskas       657Vardenis 8.40
Butkus             658Vardenis 6.88
Kazlauskas         661Vardenis 9.12
Vasiliauskas       662Vardenis 7.56
Butkus             663Vardenis 6.08
Kazlauskas         665Vardenis 5.04
Jankauskas         666Vardenis 7.00
Navickas           673Vardenis 5.84
Ramanauskas        674Vardenis 7.20
Navickas           676Vardenis 8.00
Petrauskas         677Vardenis 7.44
Navickas           679Vardenis 5.80
Navickas           680Vardenis 6.88
Ramanauskas        682Vardenis 6.16
Jankauskas         685Vardenis 6.20
Kavaliauskas       688Vardenis 6.64
Pranevicius        689Vardenis 5.12
Jankauskas         691Vardenis 7.00
Kavaliauskas       692Vardenis 6.64
Urbonas            694Vardenis 8.64
Pranevicius        698Vardenis 5.76
Kazlauskas         699Vardenis 5.28
Butkus             701Vardenis 5.04
Urbonas            702Vardenis 5.36
Kavaliauskas       703Vardenis 7.64
Urbonas            708Vardenis 7.04
Navickas           709Vardenis 6.24
Urbonas            710Vardenis 5.12
Petrauskas         712Vardenis 7.36
Navickas           713Vardenis 7.44
Pranevicius        715Vardenis 5.80
Navickas           716Vardenis 8.32
Jankauskas         717Vardenis 5.52
Jankauskas         718Vardenis 6.76
Pranevicius        721Vardenis 5.64
Pranevicius        722Vardenis 6.80
Vasiliauskas       723Vardenis 6.08
Kazlauskas         727Vardenis 5.72
Petrauskas         728Vardenis 8.96
Pranevicius        730Vardenis 5.40
Kazlauskas         732Vardenis 8.40
Navickas           733Vardenis 6.36
Petrauskas         734Vardenis 5.00
Pranevicius        735Vardenis 5.40
Jankauskas         736Vardenis 6.68
Jankauskas         737Vardenis 5.20
Jankauskas         738Vardenis 7.20
Navickas           739Vardenis 8.08
Pranevicius        741Vardenis 8.08
Petrauskas         742Vardenis 5.08
Ramanauskas        743Vardenis 8.32
Kavaliauskas       744Vardenis 7.56
Kazlauskas         745Vardenis 7.20
Pranevicius        746Vardenis 7.84
Jankauskas         750Vardenis 6.08
Ramanauskas        751Vardenis 7.92
Kazlauskas         755Vardenis 7.96
Navickas           757Vardenis 7.80
Pranevicius        760Vardenis 5.16
Petrauskas         761Vardenis 7.32
Kavaliauskas       762Vardenis 8.36
Urbonas            764Vardenis 8.32
Pranevicius        765Vardenis 7.92
Vasiliauskas       767Vardenis 7.52
Butkus             768Vardenis 6.52
Vasiliauskas       770Vardenis 7.04
Kazlauskas         771Vardenis 6.16
Petrauskas         774Vardenis 7.04
Kavaliauskas       775Vardenis 7.24
Kazlauskas         778Vardenis 7.68
Jankauskas         782Vardenis 5.92
Vasiliauskas       783Vardenis 6.92
Navickas           786Vardenis 6.20
Jankauskas         787Vardenis 7.28
Navickas           789Vardenis 6.96
Kavaliauskas       791Vardenis 5.88
Kavaliauskas       792Vardenis 5.76
Urbonas            793Vardenis 5.72
Navickas           794Vardenis 6.52
Pranevicius        796Vardenis 6.40
Kavaliauskas       798Vardenis 6.56
Butkus             800Vardenis 7.56
Petrauskas         801Vardenis 7.08
Urbonas            802Vardenis 5.92
Kazlauskas         807Vardenis 6.28
Pranevicius        809Vardenis 5.88
Kavaliauskas       811Vardenis 5.48
Kavaliauskas       815Vardenis 6.24
Kazlauskas         817Vardenis 7.36
Navickas           819Vardenis 7.80
Vasiliauskas       821Vardenis 6.92
Butkus             822Vardenis 8.68
Kavaliauskas       827Vardenis 7.64
Pranevicius        828Vardenis 8.24
Vasiliauskas       829Vardenis 6.80
Petrauskas         830Vardenis 5.16
Butkus             831Vardenis 5.12
Jankauskas         834Vardenis 5.56
Pranevicius        835Vardenis 8.64
Petrauskas         836Vardenis 5.48
Vasiliauskas       839Vardenis 7.44
Petrauskas         840Vardenis 7.60
Kazlauskas         842Vardenis 6.88
Ramanauskas        843Vardenis 5.48
Jankauskas         845Vardenis 5.92
Butkus             846Vardenis 7.08
Kavaliauskas       847Vardenis 7.48
Petrauskas         849Vardenis 6.12
Kavaliauskas       850Vardenis 7.12
Vasiliauskas       851Vardenis 5.32
Vasiliauskas       854Vardenis 7.36
Navickas           856Vardenis 5.16
Ramanauskas        857Vardenis 8.04
Vasiliauskas       858Vardenis 7.40
Pranevicius        859Vardenis 8.48
Pranevicius        860Vardenis 5.88
Ramanauskas        861Vardenis 6.88
Vasiliauskas       863Vardenis 8.00
Urbonas            864Vardenis 6.80
Kavaliauskas       865Vardenis 6.32
Petrauskas         866Vardenis 7.12
Kavaliauskas       867Vardenis 6.44
Kavaliauskas       870Vardenis 7.92
Petrauskas         871Vardenis 6.12
Jankauskas         873Vardenis 7.40
Navickas           874Vardenis 6.92
Jankauskas         875Vardenis 7.08
Butkus             876Vardenis 6.88
Ramanauskas        880Vardenis 6.12
Jankauskas         881Vardenis 6.48
Urbonas            882Vardenis 8.04
Butkus             883Vardenis 7.92
Urbonas            884Vardenis 7.76
Jankauskas         885Vardenis 8.20
Jankauskas         887Vardenis 5.00
Kavaliauskas       888Vardenis 6.80
Kavaliauskas       889Vardenis 8.72
Petrauskas         891Vardenis 8.28
Navickas           893Vardenis 7.08
Kavaliauskas       894Vardenis 5.40
Kavaliauskas       895Vardenis 6.52
Urbonas            898Vardenis 6.92
Petrauskas         899Vardenis 7.84
Urbonas            900Vardenis 7.44
Petrauskas         901Vardenis 6.48
Kazlauskas         902Vardenis 6.12
Ramanauskas        903Vardenis 7.92
Navickas           905Vardenis 7.72
Pranevicius        907Vardenis 8.24
Navickas           908Vardenis 6.92
Petrauskas         909Vardenis 6.80
Navickas           911Vardenis 8.52
Ramanauskas        914Vardenis 7.44
Urbonas            916Vardenis 6.04
Petrauskas         918Vardenis 6.68
Pranevicius        919Vardenis 6.24
Petrauskas         920Vardenis 7.04
Butkus             921Vardenis 5.12
Kavaliauskas       923Vardenis 7.72
Pranevicius        926Vardenis 6.20
Kazlauskas         927Vardenis 8.32
Vasiliauskas       928Vardenis 6.44
Kavaliauskas       929Vardenis 5.64
Pranevicius        931Vardenis 5.48
Jankauskas         933Vardenis 6.12
Petrauskas         934Vardenis 6.96
Kazlauskas         935Vardenis 5.32
Petrauskas         937Vardenis 7.44
Vasiliauskas       938Vardenis 7.04
Pranevicius        942Vardenis 5.40
Urbonas            944Vardenis 7.48
Jankauskas         945Vardenis 7.80
Kavaliauskas       948Vardenis 7.40
Vasiliauskas       949Vardenis 5.24
Pranevicius        950Vardenis 5.12
Urbonas            952Vardenis 6.48
Urbonas            954Vardenis 7.20
Butkus             955Vardenis 8.32
Petrauskas         956Vardenis 8.40
Pranevicius        957Vardenis 5.60
Kavaliauskas       959Vardenis 7.60
Jankauskas         963Vardenis 6.60
Urbonas            964Vardenis 8.20
Vasiliauskas       965Vardenis 6.96
Vasiliauskas       966Vardenis 6.20
Jankauskas         967Vardenis 6.76
Navickas           968Vardenis 8.48
Petrauskas         970Vardenis 5.80
Petrauskas         971Vardenis 5.56
Jankauskas         974Vardenis 7.76
Pranevicius        975Vardenis 6.76
Kavaliauskas       976Vardenis 6.28
Kazlauskas         977Vardenis 7.40
Vasiliauskas       978Vardenis 7.56
Butkus             979Vardenis 6.04
Navickas           980Vardenis 6.28
Urbonas            982Vardenis 5.68
Jankauskas         983Vardenis 7.40
Kavaliauskas       984Vardenis 7.40
Kazlauskas         985Vardenis 6.72
Pranevicius        987Vardenis 6.12
Vasiliauskas       988Vardenis 8.04
Navickas           989Vardenis 5.08
Vasiliauskas       993Vardenis 5.88
Petrauskas         995Vardenis 5.04
Vasiliauskas       996Vardenis 7.48
Ramanauskas        998Vardenis 5.32
Pranevicius        999Vardenis 5.04
Urbonas            1000Vardenis6.64
Jankauskas         1001Vardenis6.16
Ramanauskas        1009Vardenis6.16
Petrauskas         1010Vardenis8.08
Navickas           1011Vardenis7.16
Urbonas            1012Vardenis6.08
Jankauskas         1013Vardenis8.16
Butkus             1014Vardenis7.28
Pranevicius        1015Vardenis5.04
Navickas           1016Vardenis7.12
Petrauskas         1018Vardenis8.08
Jankauskas         1019Vardenis6.92
Jankauskas         1020Vardenis7.04
Petrauskas         1021Vardenis7.36
Pranevicius        1022Vardenis6.88
Kavaliauskas       1023Vardenis5.48
Urbonas            1025Vardenis5.04
Vasiliauskas       1027Vardenis7.16
Kazlauskas         1029Vardenis8.40
Butkus             1031Vardenis5.76
Pranevicius        1033Vardenis6.40
Urbonas            1035Vardenis8.40
Kazlauskas         1037Vardenis6.64
Jankauskas         1039Vardenis6.88
Petrauskas         1040Vardenis5.92
Butkus             1042Vardenis6.92
Butkus             1043Vardenis5.16
Urbonas            1045Vardenis7.44
Kavaliauskas       1047Vardenis6.56
Butkus             1048Vardenis5.04
Ramanauskas        1050Vardenis8.48
Butkus             1051Vardenis6.64
Ramanauskas        1052Vardenis6.16
Navickas           1053Vardenis7.36
Kazlauskas         1054Vardenis6.72
Vasiliauskas       1055Vardenis8.12
Navickas           1058Vardenis7.56
Kazlauskas         1060Vardenis7.56
Jankauskas         1061Vardenis6.52
Navickas           1062Vardenis8.48
Pranevicius        1063Vardenis5.84
Kavaliauskas       1065Vardenis6.20
Petrauskas         1068Vardenis6.84
Butkus             1069Vardenis5.88
Pranevicius        1071Vardenis7.88
Navickas           1073Vardenis5.36
Petrauskas         1075Vardenis7.60
Jankauskas         1076Vardenis8.64
Butkus             1077Vardenis5.68
Pranevicius        1079Vardenis6.24
Navickas           1081Vardenis6.60
Urbonas            1083Vardenis5.48
Petrauskas         1087Vardenis6.32
Petrauskas         1089Vardenis8.72
Jankauskas         1090Vardenis8.48
Butkus             1091Vardenis8.40
Jankauskas         1092Vardenis6.76
Ramanauskas        1097Vardenis6.08
Ramanauskas        1099Vardenis8.24
Kavaliauskas       1100Vardenis5.64
Kavaliauskas       1101Vardenis5.84
Kavaliauskas       1105Vardenis7.12
Jankauskas         1106Vardenis5.08
Vasiliauskas       1107Vardenis7.60
Ramanauskas        1108Vardenis5.72
Kavaliauskas       1110Vardenis7.12
Jankauskas         1111Vardenis7.52
Urbonas            1112Vardenis8.16
Petrauskas         1114Vardenis7.28
Kazlauskas         1115Vardenis5.04
Kavaliauskas       1118Vardenis8.80
Petrauskas         1119Vardenis7.48
Butkus             1120Vardenis7.68
Navickas           1121Vardenis8.56
Jankauskas         1123Vardenis7.08
Ramanauskas        1127Vardenis6.24
Kazlauskas         1128Vardenis7.16
Jankauskas         1129Vardenis5.76
Jankauskas         1130Vardenis7.76
Vasiliauskas       1132Vardenis5.40
Pranevicius        1134Vardenis5.64
Pranevicius        1135Vardenis5.40
Kazlauskas         1136Vardenis6.04
Navickas           1137Vardenis5.00
Kazlauskas         1138Vardenis5.12
Urbonas            1139Vardenis7.12
Navickas           1141Vardenis8.80
Petrauskas         1144Vardenis5.68
Urbonas            1146Vardenis7.00
Urbonas            1147Vardenis5.28
Pranevicius        1148Vardenis7.92
Navickas           1149Vardenis7.72
Pranevicius        1153Vardenis8.64
Butkus             1155Vardenis6.48
Ramanauskas        1158Vardenis6.84
Pranevicius        1159Vardenis5.84
Vasiliauskas       1161Vardenis6.20
Kavaliauskas       1164Vardenis8.32
Jankauskas         1165Vardenis6.12
Butkus             1171Vardenis7.48
Urbonas            1172Vardenis7.84
Jankauskas         1173Vardenis5.00
Urbonas            1178Vardenis7.08
Jankauskas         1179Vardenis5.20
Kavaliauskas       1184Vardenis8.32
Jankauskas         1187Vardenis8.00
Jankauskas         1188Vardenis6.00
Navickas           1189Vardenis8.32
Butkus             1192Vardenis6.28
Pranevicius        1196Vardenis8.48
Navickas           1197Vardenis5.52
Ramanauskas        1199Vardenis5.40
Vasiliauskas       1200Vardenis6.60
Ramanauskas        1201Vardenis8.00
Vasiliauskas       1203Vardenis5.88
Vasiliauskas       1204Vardenis6.84
Kazlauskas         1207Vardenis7.64
Ramanauskas        1211Vardenis5.08
Urbonas            1214Vardenis7.08
Butkus             1215Vardenis6.52
Ramanauskas        1216Vardenis5.60
Butkus             1217Vardenis6.04
Ramanauskas        1218Vardenis5.40
Kazlauskas         1219Vardenis7.16
Vasiliauskas       1220Vardenis5.68
Navickas           1222Vardenis5.48
Ramanauskas        1223Vardenis7.56
Kazlauskas         1225Vardenis6.16
Jankauskas         1226Vardenis6.04
Kazlauskas         1227Vardenis6.76
Kavaliauskas       1228Vardenis8.16
Jankauskas         1230Vardenis8.08
Petrauskas         1238Vardenis7.88
Petrauskas         1239Vardenis5.92
Navickas           1240Vardenis5.16
Kavaliauskas       1242Vardenis5.08
Petrauskas         1243Vardenis8.64
Kavaliauskas       1245Vardenis6.52
Jankauskas         1246Vardenis5.04
Navickas           1247Vardenis8.28
Vasiliauskas       1248Vardenis6.96
Vasiliauskas       1249Vardenis5.84
Pranevicius        1250Vardenis5.08
Pranevicius        1252Vardenis7.48
Urbonas            1253Vardenis7.72
Kazlauskas         1255Vardenis6.40
Butkus             1257Vardenis6.68
Kazlauskas         1259Vardenis6.28
Kazlauskas         1263Vardenis6.68
Petrauskas         1265Vardenis5.20
Kavaliauskas       1267Vardenis8.08
Vasiliauskas       1269Vardenis6.88
Urbonas            1271Vardenis5.92
Urbonas            1272Vardenis7.32
Kazlauskas         1273Vardenis9.36
Vasiliauskas       1274Vardenis6.40
Kavaliauskas       1275Vardenis5.68
Urbonas            1277Vardenis7.60
Butkus             1278Vardenis8.40
Kavaliauskas       1281Vardenis7.20
Butkus             1282Vardenis5.60
Kavaliauskas       1284Vardenis7.44
Vasiliauskas       1285Vardenis5.32
Kazlauskas         1291Vardenis5.80
Ramanauskas        1292Vardenis6.04
Urbonas            1293Vardenis6.24
Ramanauskas        1295Vardenis6.84
Butkus             1298Vardenis6.76
Butkus             1301Vardenis5.20
Navickas           1303Vardenis7.04
Kazlauskas         1304Vardenis5.12
Butkus             1305Vardenis8.48
Petrauskas         1306Vardenis6.04
Butkus             1307Vardenis7.08
Pranevicius        1308Vardenis6.28
Vasiliauskas       1309Vardenis7.40
Kazlauskas         1311Vardenis5.64
Kazlauskas         1313Vardenis7.52
Vasiliauskas       1314Vardenis5.96
Pranevicius        1316Vardenis7.96
Petrauskas         1318Vardenis8.72
Pranevicius        1320Vardenis7.24
Kazlauskas         1322Vardenis7.32
Vasiliauskas       1323Vardenis5.36
Vasiliauskas       1325Vardenis8.96
Vasiliauskas       1326Vardenis6.92
Petrauskas         1327Vardenis5.96
Navickas           1328Vardenis5.32
Pranevicius        1329Vardenis6.20
Petrauskas         1330Vardenis7.60
Pranevicius        1331Vardenis6.00
Ramanauskas        1335Vardenis6.64
Butkus             1338Vardenis6.72
Pranevicius        1339Vardenis5.32
Petrauskas         1340Vardenis7.40
Vasiliauskas       1341Vardenis7.08
Navickas           1343Vardenis5.32
Butkus             1344Vardenis7.12
Butkus             1352Vardenis6.44
Ramanauskas        1353Vardenis7.00
Petrauskas         1354Vardenis6.56
Vasiliauskas       1355Vardenis5.68
Kazlauskas         1356Vardenis5.24
Kavaliauskas       1357Vardenis6.12
