Pavarde            Vardas       Galutinis
Petrauskas         360Vardenis 7.04
Ramanauskas        361Vardenis 6.44
Pranevicius        363Vardenis 5.40
Kazlauskas         364Vardenis 7.08
Butkus             367Vardenis 7.20
Butkus             368Vardenis 6.72
Ramanauskas        373Vardenis 6.20
Jankauskas         375Vardenis 6.60
Navickas           377Vardenis 8.08
Kazlauskas         378Vardenis 5.40
Petrauskas         379Vardenis 6.56
Ramanauskas        381Vardenis 5.16
Pranevicius        382Vardenis 5.88
Vasiliauskas       383Vardenis 8.00
Jankauskas         386Vardenis 7.24
Urbonas            387Vardenis 6.80
Pranevicius        388Vardenis 6.56
Butkus             390Vardenis 5.72
Kazlauskas         391Vardenis 7.48
Butkus             393Vardenis 5.60
Butkus             394Vardenis 7.28
Vasiliauskas       395Vardenis 5.88
Kavaliauskas       398Vardenis 5.84
Butkus             399Vardenis 5.08
Urbonas            402Vardenis 8.24
Kavaliauskas       405Vardenis 8.64
Vasiliauskas       409Vardenis 6.68
Urbonas            411Vardenis 5.96
Jankauskas         413Vardenis 5.84
Kazlauskas         414Vardenis 5.64
Navickas           418Vardenis 7.68
Ramanauskas        419Vardenis 6.20
Urbonas            423Vardenis 8.04
Vasiliauskas       425Vardenis 6.48
Ramanauskas        426Vardenis 5.40
Butkus             428Vardenis 8.16
Vasiliauskas       429Vardenis 7.44
Butkus             433Vardenis 8.48
Navickas           436Vardenis 7.60
Kavaliauskas       438Vardenis 5.88
Petrauskas         439Vardenis 5.32
Jankauskas         440Vardenis 7.60
Petrauskas         441Vardenis 7.80
Vasiliauskas       442Vardenis 8.16
Urbonas            443Vardenis 7.88
Vasiliauskas       444Vardenis 6.68
Ramanauskas        445Vardenis 6.40
Pranevicius        446Vardenis 6.60
Jankauskas         449Vardenis 8.64
Kazlauskas         456Vardenis 7.36
Ramanauskas        457Vardenis 7.68
Jankauskas         461Vardenis 5.52
Butkus             465Vardenis 7.72
Urbonas            467Vardenis 6.64
Urbonas            470Vardenis 5.68
Kazlauskas         471Vardenis 6.92
Petrauskas         472Vardenis 5.48
Jankauskas         473Vardenis 8.88
Jankauskas         475Vardenis 7.68
Kavaliauskas       476Vardenis 6.52
Kazlauskas         477Vardenis 7.32
Kavaliauskas       478Vardenis 5.16
Navickas           479Vardenis 8.64
Urbonas            484Vardenis 5.28
Ramanauskas        485Vardenis 6.28
Kazlauskas         486Vardenis 6.44
Butkus             487Vardenis 8.48
Vasiliauskas       491Vardenis 5.40
Pranevicius        492Vardenis 7.64
Vasiliauskas       496Vardenis 5.52
Vasiliauskas       498Vardenis 7.48
Urbonas            499Vardenis 5.96
Navickas           500Vardenis 5.80
Urbonas            506Vardenis 6.68
Kazlauskas         507Vardenis 7.52
Urbonas            508Vardenis 6.40
Navickas           509Vardenis 7.92
Petrauskas         510Vardenis 6.48
Ramanauskas        511Vardenis 6.44
Kazlauskas         513Vardenis 6.28
Petrauskas         514Vardenis 8.48
Butkus             515Vardenis 6.08
Petrauskas         518Vardenis 5.52
Navickas           521Vardenis 7.32
Jankauskas         522Vardenis 7.72
Kazlauskas         523Vardenis 7.80
Vasiliauskas       524Vardenis 6.36
Vasiliauskas       527Vardenis 8.04
Jankauskas         530Vardenis 7.20
Pranevicius        533Vardenis 5.80
Kavaliauskas       534Vardenis 7.80
Kazlauskas         535Vardenis 7.24
Vasiliauskas       536Vardenis 6.20
Petrauskas         540Vardenis 7.00
Kazlauskas         541Vardenis 5.20
Kavaliauskas       542Vardenis 7.12
Vasiliauskas       543Vardenis 7.00
Kazlauskas         545Vardenis 8.56
Navickas           546Vardenis 7.40
Urbonas            550Vardenis 7.68
Kazlauskas         551Vardenis 7.16
Butkus             552Vardenis 7.04
Butkus             554Vardenis 6.12
Jankauskas         555Vardenis 5.72
Petrauskas         556Vardenis 7.32
Kazlauskas         560Vardenis 7.00
Vasiliauskas       563Vardenis 6.80
Pranevicius        564Vardenis 5.16
Pranevicius        566Vardenis 6.44
Navickas           567Vardenis 5.64
Petrauskas         568Vardenis 8.48
Jankauskas         569Vardenis 8.24
Navickas           572Vardenis 6.44
Butkus             573Vardenis 6.56
Urbonas            576Vardenis 5.56
Kazlauskas         577Vardenis 7.60
Jankauskas         578Vardenis 7.96
Petrauskas         579Vardenis 5.96
Kazlauskas         580Vardenis 5.24
Urbonas            582Vardenis 6.28
Vasiliauskas       586Vardenis 7.08
Kazlauskas         588Vardenis 5.04
Pranevicius        589Vardenis 7.32
Butkus             591Vardenis 7.44
Navickas           592Vardenis 7.84
Urbonas            594Vardenis 7.52
Vasiliauskas       595Vardenis 7.64
Kazlauskas         597Vardenis 5.48
Navickas           598Vardenis 7.08
Navickas           601Vardenis 5.00
Pranevicius        603Vardenis 8.20
Jankauskas         606Vardenis 5.56
Kazlauskas         610Vardenis 5.52
Butkus             611Vardenis 7.32
Petrauskas         612Vardenis 5.36
Petrauskas         613Vardenis 5.92
Urbonas            614Vardenis 7.20
Butkus             616Vardenis 5.24
Petrauskas         618Vardenis 5.00
Urbonas            619Vardenis 6.60
Kavaliauskas       620Vardenis 6.00
Kavaliauskas       622Vardenis 6.80
Kavaliauskas       623Vardenis 6.08
Kazlauskas         624Vardenis 7.28
Pranevicius        628Vardenis 7.28
Kavaliauskas       632Vardenis 5.04
Kavaliauskas       634Vardenis 8.08
Pranevicius        639Vardenis 7.84
Vasiliauskas       640Vardenis 5.48
Navickas           642Vardenis 7.80
Kavaliauskas       645Vardenis 7.56
Pranevicius        648Vardenis 5.56
Kavaliauskas       649Vardenis 6.60
Ramanauskas        650Vardenis 6.72
Kazlauskas         651Vardenis 5.28
Kavaliauskas       653Vardenis 6.20
Jankauskas         654Vardenis 6.96
Ramanauskas        655Vardenis 5.20
Butkus             656Vardenis 5.96
Navickas           659Vardenis 6.56
Jankauskas         661Vardenis 5.48
Kazlauskas         662Vardenis 6.40
Vasiliauskas       663Vardenis 5.24
Pranevicius        665Vardenis 7.84
Urbonas            666Vardenis 8.00
Kazlauskas         668Vardenis 7.56
Kavaliauskas       669Vardenis 7.44
Jankauskas         670Vardenis 6.72
Ramanauskas        671Vardenis 6.44
Navickas           674Vardenis 7.68
Ramanauskas        676Vardenis 6.52
Butkus             681Vardenis 8.16
Kavaliauskas       683Vardenis 6.64
Urbonas            685Vardenis 5.48
Kavaliauskas       686Vardenis 6.88
Jankauskas         688Vardenis 5.96
Kazlauskas         689Vardenis 6.84
Jankauskas         690Vardenis 7.56
Kazlauskas         691Vardenis 7.24
Ramanauskas        694Vardenis 7.00
Jankauskas         695Vardenis 7.64
Kazlauskas         696Vardenis 8.20
Vasiliauskas       697Vardenis 6.56
Vasiliauskas       700Vardenis 5.80
Petrauskas         703Vardenis 8.52
Butkus             705Vardenis 7.60
Kavaliauskas       706Vardenis 5.40
Navickas           708Vardenis 7.52
Vasiliauskas       709Vardenis 6.68
Butkus             710Vardenis 7.64
Pranevicius        713Vardenis 6.68
Kavaliauskas       716Vardenis 6.72
Vasiliauskas       717Vardenis 6.72
Ramanauskas        719Vardenis 5.92
Kavaliauskas       721Vardenis 5.56
Butkus             722Vardenis 6.72
Navickas           723Vardenis 6.20
Ramanauskas        724Vardenis 6.92
Navickas           726Vardenis 5.88
Urbonas            727Vardenis 7.48
Butkus             731Vardenis 7.56
Butkus             732Vardenis 8.16
Ramanauskas        733Vardenis 7.72
Navickas           734Vardenis 7.08
Pranevicius        735Vardenis 5.60
Vasiliauskas       738Vardenis 9.12
Navickas           741Vardenis 7.52
Pranevicius        742Vardenis 6.04
Ramanauskas        744Vardenis 5.96
Ramanauskas        745Vardenis 5.96
Petrauskas         748Vardenis 6.44
Urbonas            749Vardenis 5.04
Kavaliauskas       750Vardenis 5.72
Navickas           751Vardenis 7.40
Navickas           752Vardenis 8.04
Ramanauskas        753Vardenis 7.20
Butkus             754Vardenis 7.48
Vasiliauskas       757Vardenis 6.56
Navickas           759Vardenis 5.64
Ramanauskas        761Vardenis 6.88
Navickas           762Vardenis 7.16
Jankauskas         763Vardenis 6.12
Ramanauskas        765Vardenis 5.24
Petrauskas         766Vardenis 5.72
Ramanauskas        767Vardenis 5.48
Navickas           768Vardenis 7.56
Urbonas            773Vardenis 7.68
Kavaliauskas       775Vardenis 8.48
Pranevicius        776Vardenis 7.40
Vasiliauskas       778Vardenis 5.72
Pranevicius        779Vardenis 7.76
Urbonas            780Vardenis 5.56
Urbonas            783Vardenis 6.48
Kazlauskas         784Vardenis 6.76
Pranevicius        785Vardenis 6.52
Vasiliauskas       786Vardenis 8.36
Kazlauskas         787Vardenis 6.80
Urbonas            788Vardenis 6.64
Navickas           789Vardenis 5.96
Vasiliauskas       792Vardenis 7.52
Kazlauskas         796Vardenis 5.36
Kavaliauskas       798Vardenis 6.88
Butkus             799Vardenis 8.08
Kavaliauskas       800Vardenis 5.80
Kazlauskas         801Vardenis 6.08
Kazlauskas         802Vardenis 7.48
Pranevicius        808Vardenis 6.36
Butkus             809Vardenis 8.48
Petrauskas         811Vardenis 5.64
Navickas           812Vardenis 6.68
Butkus             813Vardenis 7.68
Navickas           814Vardenis 7.20
Pranevicius        817Vardenis 7.60
Butkus             818Vardenis 5.00
Navickas           819Vardenis 6.40
Kavaliauskas       820Vardenis 7.00
Ramanauskas        821Vardenis 6.16
Navickas           823Vardenis 6.32
Urbonas            824Vardenis 6.68
Ramanauskas        825Vardenis 6.80
Kavaliauskas       826Vardenis 8.08
Jankauskas         827Vardenis 6.04
Kavaliauskas       828Vardenis 6.52
Petrauskas         829Vardenis 7.00
Vasiliauskas       833Vardenis 7.44
Kavaliauskas       835Vardenis 5.04
Jankauskas         837Vardenis 7.56
Ramanauskas        838Vardenis 8.96
Kavaliauskas       840Vardenis 8.56
Ramanauskas        841Vardenis 5.12
Urbonas            842Vardenis 7.76
Butkus             843Vardenis 5.76
Jankauskas         845Vardenis 5.44
Kavaliauskas       846Vardenis 5.60
Kazlauskas         850Vardenis 5.28
Navickas           851Vardenis 5.72
Kazlauskas         853Vardenis 5.64
Vasiliauskas       859Vardenis 8.12
Ramanauskas        860Vardenis 8.48
Jankauskas         861Vardenis 9.20
Ramanauskas        862Vardenis 7.60
Kazlauskas         863Vardenis 5.44
Petrauskas         864Vardenis 7.60
Jankauskas         865Vardenis 6.56
Butkus             866Vardenis 8.64
Kavaliauskas       867Vardenis 7.20
Petrauskas         870Vardenis 8.00
Pranevicius        871Vardenis 7.12
Navickas           874Vardenis 8.12
Vasiliauskas       876Vardenis 8.00
Kazlauskas         880Vardenis 8.40
Butkus             882Vardenis 5.28
Navickas           884Vardenis 6.04
Kazlauskas         886Vardenis 6.96
Kazlauskas         889Vardenis 8.36
Kavaliauskas       891Vardenis 6.08
Kavaliauskas       892Vardenis 7.52
Urbonas            895Vardenis 5.52
Butkus             896Vardenis 7.60
Kavaliauskas       897Vardenis 6.80
Kavaliauskas       898Vardenis 9.12
Vasiliauskas       905Vardenis 7.40
Urbonas            907Vardenis 6.08
Urbonas            908Vardenis 8.48
Navickas           910Vardenis 6.68
Petrauskas         912Vardenis 5.00
Vasiliauskas       913Vardenis 5.40
Navickas           914Vardenis 8.12
Jankauskas         915Vardenis 6.28
Pranevicius        916Vardenis 5.08
Butkus             917Vardenis 8.08
Urbonas            918Vardenis 6.00
Kavaliauskas       919Vardenis 7.64
Petrauskas         921Vardenis 6.16
Urbonas            923Vardenis 5.52
Urbonas            924Vardenis 6.48
Jankauskas         927Vardenis 7.96
Vasiliauskas       928Vardenis 8.60
Petrauskas         929Vardenis 7.56
Kavaliauskas       932Vardenis 8.64
Jankauskas         933Vardenis 5.68
Kavaliauskas       934Vardenis 7.88
Jankauskas         935Vardenis 5.60
Navickas           936Vardenis 5.76
Petrauskas         939Vardenis 6.00
Navickas           940Vardenis 6.32
Pranevicius        941Vardenis 5.72
Vasiliauskas       943Vardenis 5.44
Ramanauskas        945Vardenis 6.60
Butkus             947Vardenis 7.44
Jankauskas         948Vardenis 8.40
Vasiliauskas       950Vardenis 8.64
Petrauskas         951Vardenis 5.44
Pranevicius        955Vardenis 7.20
Vasiliauskas       956Vardenis 5.32
Kazlauskas         958Vardenis 6.56
Petrauskas         959Vardenis 6.80
Navickas           962Vardenis 6.92
Kavaliauskas       963Vardenis 7.76
Jankauskas         966Vardenis 7.20
Kavaliauskas       967Vardenis 6.00
Ramanauskas        968Vardenis 6.00
Vasiliauskas       971Vardenis 9.28
Kazlauskas         972Vardenis 6.32
Urbonas            977Vardenis 8.00
Urbonas            978Vardenis 7.84
Petrauskas         982Vardenis 7.80
Ramanauskas        983Vardenis 8.64
Ramanauskas        984Vardenis 5.36
Pranevicius        985Vardenis 5.24
Jankauskas         986Vardenis 8.24
Ramanauskas        987Vardenis 7.96
Navickas           988Vardenis 6.12
Ramanauskas        989Vardenis 5.56
Petrauskas         991Vardenis 6.28
Butkus             992Vardenis 5.64
Kavaliauskas       993Vardenis 7.72
Kavaliauskas       994Vardenis 8.00
Vasiliauskas       995Vardenis 6.48
Pranevicius        996Vardenis 7.60
Urbonas            997Vardenis 6.44
Jankauskas         999Vardenis 7.48
Kazlauskas         1002Vardenis8.32
Kazlauskas         1003Vardenis7.84
Kazlauskas         1006Vardenis7.68
Kazlauskas         1007Vardenis7.64
Butkus             1008Vardenis7.64
Petrauskas         1009Vardenis5.00
Butkus             1010Vardenis7.92
Urbonas            1011Vardenis7.92
Kavaliauskas       1012Vardenis6.12
Jankauskas         1013Vardenis5.48
Jankauskas         1014Vardenis7.40
Jankauskas         1015Vardenis7.16
Butkus             1016Vardenis6.28
Vasiliauskas       1019Vardenis5.80
Butkus             1020Vardenis8.00
Kazlauskas         1021Vardenis6.40
Kazlauskas         1023Vardenis5.60
Petrauskas         1024Vardenis5.88
Butkus             1025Vardenis5.60
Ramanauskas        1026Vardenis6.76
Urbonas            1027Vardenis7.44
Kavaliauskas       1028Vardenis8.08
Kavaliauskas       1029Vardenis6.96
Navickas           1031Vardenis6.52
Kazlauskas         1032Vardenis8.28
Urbonas            1033Vardenis6.68
Vasiliauskas       1034Vardenis8.48
Kavaliauskas       1035Vardenis7.44
Navickas           1036Vardenis6.04
Ramanauskas        1037Vardenis6.72
Kavaliauskas       1038Vardenis5.96
Kazlauskas         1039Vardenis7.12
Ramanauskas        1040Vardenis5.72
Urbonas            1044Vardenis7.48
Butkus             1046Vardenis5.20
Butkus             1047Vardenis6.60
Navickas           1048Vardenis6.36
Navickas           1049Vardenis5.72
Kazlauskas         1050Vardenis6.04
Petrauskas         1051Vardenis6.84
Kazlauskas         1052Vardenis7.80
Ramanauskas        1053Vardenis5.44
Kavaliauskas       1056Vardenis6.28
Petrauskas         1057Vardenis5.00
Butkus             1059Vardenis6.28
Kazlauskas         1060Vardenis6.68
Petrauskas         1062Vardenis8.56
Kavaliauskas       1064Vardenis7.96
Navickas           1065Vardenis5.96
Urbonas            1067Vardenis5.44
Kavaliauskas       1068Vardenis7.20
Jankauskas         1069Vardenis5.36
Kavaliauskas       1070Vardenis6.16
Kavaliauskas       1071Vardenis7.20
Urbonas            1075Vardenis7.04
Petrauskas         1076Vardenis5.44
Urbonas            1077Vardenis7.16
Kazlauskas         1080Vardenis7.64
Ramanauskas        1081Vardenis5.72
Butkus             1082Vardenis7.64
Butkus             1083Vardenis6.24
Petrauskas         1084Vardenis7.60
Jankauskas         1085Vardenis5.36
Jankauskas         1087Vardenis8.16
Butkus             1089Vardenis8.40
Jankauskas         1090Vardenis5.04
Ramanauskas        1092Vardenis6.52
Pranevicius        1093Vardenis5.80
Jankauskas         1094Vardenis5.36
Butkus             1095Vardenis7.72
Kazlauskas         1096Vardenis8.48
Ramanauskas        1097Vardenis5.84
Kazlauskas         1098Vardenis6.80
Ramanauskas        1099Vardenis7.36
Ramanauskas        1101Vardenis8.16
Butkus             1103Vardenis5.96
Kazlauskas         1104Vardenis8.64
Pranevicius        1107Vardenis5.88
Butkus             1110Vardenis5.40
Kavaliauskas       1111Vardenis5.20
Pranevicius        1113Vardenis7.72
Pranevicius        1117Vardenis8.16
Kavaliauskas       1118Vardenis5.36
Kazlauskas         1119Vardenis7.28
Vasiliauskas       1120Vardenis7.92
Vasiliauskas       1122Vardenis5.32
Pranevicius        1123Vardenis5.68
Navickas           1124Vardenis8.56
Butkus             1127Vardenis8.36
Butkus             1130Vardenis7.96
Urbonas            1133Vardenis8.60
Kavaliauskas       1134Vardenis7.76
Pranevicius        1140Vardenis6.40
Urbonas            1142Vardenis7.32
Ramanauskas        1144Vardenis7.56
Urbonas            1145Vardenis6.64
Pranevicius        1146Vardenis6.16
Butkus             1147Vardenis7.88
Pranevicius        1149Vardenis5.68
Butkus             1150Vardenis5.76
Navickas           1151Vardenis6.00
Urbonas            1152Vardenis7.52
Urbonas            1153Vardenis6.88
Jankauskas         1154Vardenis7.24
Petrauskas         1156Vardenis6.16
Urbonas            1157Vardenis6.96
Kavaliauskas       1159Vardenis9.12
Jankauskas         1160Vardenis7.88
Ramanauskas        1161Vardenis5.24
Navickas           1163Vardenis7.20
Butkus             1164Vardenis7.68
Jankauskas         1166Vardenis6.88
Butkus             1167Vardenis8.16
Navickas           1169Vardenis9.36
Kavaliauskas       1170Vardenis7.68
Petrauskas         1172Vardenis9.04
Kavaliauskas       1175Vardenis7.80
Kazlauskas         1176Vardenis5.80
Ramanauskas        1179Vardenis6.00
Kazlauskas         1180Vardenis5.48
Pranevicius        1181Vardenis9.04
Petrauskas         1182Vardenis6.24
Jankauskas         1184Vardenis8.16
Ramanauskas        1185Vardenis6.72
Butkus             1187Vardenis7.08
Jankauskas         1189Vardenis7.88
Vasiliauskas       1190Vardenis6.28
Kazlauskas         1193Vardenis7.28
Jankauskas         1194Vardenis7.28
Urbonas            1195Vardenis7.04
Jankauskas         1197Vardenis7.32
Kavaliauskas       1198Vardenis5.64
Kavaliauskas       1201Vardenis6.28
Navickas           1206Vardenis6.44
Navickas           1208Vardenis5.24
Pranevicius        1209Vardenis7.16
Kazlauskas         1210Vardenis7.16
Jankauskas         1211Vardenis7.40
Butkus             1212Vardenis5.04
Kavaliauskas       1213Vardenis7.68
Urbonas            1214Vardenis6.72
Butkus             1215Vardenis5.88
Vasiliauskas       1216Vardenis6.00
Vasiliauskas       1218Vardenis6.96
Petrauskas         1219Vardenis6.80
Jankauskas         1220Vardenis5.88
Butkus             1221Vardenis6.60
Ramanauskas        1222Vardenis6.60
Urbonas            1223Vardenis6.12
Jankauskas         1224Vardenis8.72
Ramanauskas        1225Vardenis6.52
Vasiliauskas       1226Vardenis6.72
Vasiliauskas       1228Vardenis6.28
Kazlauskas         1229Vardenis7.28
Navickas           1230Vardenis8.80
Pranevicius        1231Vardenis6.68
Navickas           1235Vardenis7.72
Navickas           1236Vardenis6.04
Petrauskas         1237Vardenis7.56
Pranevicius        1238Vardenis6.76
Petrauskas         1239Vardenis5.76
Kavaliauskas       1241Vardenis7.96
Urbonas            1242Vardenis7.24
Vasiliauskas       1243Vardenis7.96
Ramanauskas        1244Vardenis5.76
Kazlauskas         1245Vardenis7.36
Ramanauskas        1246Vardenis7.12
Butkus             1248Vardenis5.76
Ramanauskas        1249Vardenis5.16
Kavaliauskas       1251Vardenis6.04
Pranevicius        1252Vardenis6.20
Navickas           1253Vardenis7.68
Kazlauskas         1257Vardenis6.68
Petrauskas         1258Vardenis7.64
Vasiliauskas       1264Vardenis7.52
Ramanauskas        1266Vardenis8.04
Kazlauskas         1269Vardenis7.12
Jankauskas         1270Vardenis5.56
Navickas           1271Vardenis8.00
Navickas           1272Vardenis6.36
Urbonas            1273Vardenis7.08
Vasiliauskas       1274Vardenis5.64
Jankauskas         1275Vardenis7.60
Jankauskas         1276Vardenis5.04
Urbonas            1278Vardenis6.44
Pranevicius        1283Vardenis5.12
Navickas           1284Vardenis6.00
Petrauskas         1285Vardenis6.72
Butkus             1286Vardenis8.12
